membrane_orthogroup	soluble_orthogroup	tmd_index	modal_tmd_count	membrane_target_relative_position	soluble_alignment_column	soluble_median_relative_position	absolute_relative_difference	species_total
orthogroup_1406	orthogroup_1079	3	6	0.27447552	159	0.27478261	0.00030708	9
orthogroup_1406	orthogroup_1079	4	6	0.32167832	186	0.32173913	0.00006081	9
orthogroup_1406	orthogroup_1079	5	6	0.46153846	266	0.46086957	0.00066890	9
orthogroup_1406	orthogroup_1079	6	6	0.52447552	303	0.52521739	0.00074187	9
orthogroup_1408	orthogroup_45	1	8	0.16826923	71	0.16746411	0.00080512	9
orthogroup_1408	orthogroup_45	2	8	0.28846154	122	0.28947368	0.00101215	9
orthogroup_1408	orthogroup_45	3	8	0.38221154	161	0.38277512	0.00056358	9
orthogroup_1408	orthogroup_45	4	8	0.45192308	190	0.45215311	0.00023003	9
orthogroup_1408	orthogroup_45	5	8	0.65865385	276	0.65789474	0.00075911	9
orthogroup_1408	orthogroup_45	6	8	0.77884615	327	0.77990431	0.00105815	9
orthogroup_1408	orthogroup_45	7	8	0.88942308	373	0.88995215	0.00052908	9
orthogroup_1408	orthogroup_45	8	8	0.95913462	402	0.95933014	0.00019553	9
orthogroup_141	orthogroup_1460	1	6	0.27851085	121	0.27859238	0.00008152	10
orthogroup_141	orthogroup_1460	2	6	0.45238095	180	0.45161290	0.00076805	10
orthogroup_141	orthogroup_1460	3	6	0.61011905	239	0.60997067	0.00014837	10
orthogroup_141	orthogroup_1460	4	6	0.73809524	288	0.73900293	0.00090769	10
orthogroup_141	orthogroup_1460	5	6	0.84226190	326	0.84164223	0.00061968	10
orthogroup_141	orthogroup_1460	6	6	0.93750000	360	0.93841642	0.00091642	10
orthogroup_1410	orthogroup_903	1	4	0.11380145	49	0.11380145	0.00000000	9
orthogroup_1410	orthogroup_903	2	4	0.70217918	295	0.70217918	0.00000000	9
orthogroup_1410	orthogroup_903	3	4	0.82808717	347	0.82808717	0.00000000	9
orthogroup_1410	orthogroup_903	4	4	0.96125908	402	0.96125908	0.00000000	9
orthogroup_1412	orthogroup_1329	1	6	0.15932203	48	0.15932203	0.00000000	9
orthogroup_1412	orthogroup_1329	2	6	0.40338983	120	0.40338983	0.00000000	9
orthogroup_1412	orthogroup_1329	3	6	0.51525424	153	0.51525424	0.00000000	9
orthogroup_1412	orthogroup_1329	4	6	0.57288136	170	0.57288136	0.00000000	9
orthogroup_1412	orthogroup_1329	5	6	0.79661017	236	0.79661017	0.00000000	9
orthogroup_1412	orthogroup_1329	6	6	0.95932203	284	0.95932203	0.00000000	9
orthogroup_1435	orthogroup_1297	1	6	0.11036789	34	0.11111111	0.00074322	8
orthogroup_1435	orthogroup_1297	2	6	0.19732441	60	0.19865320	0.00132878	8
orthogroup_1435	orthogroup_1297	3	6	0.33779264	101	0.33670034	0.00109231	8
orthogroup_1435	orthogroup_1297	4	6	0.46153846	138	0.46127946	0.00025900	8
orthogroup_1435	orthogroup_1297	5	6	0.58193980	174	0.58249158	0.00055178	8
orthogroup_1435	orthogroup_1297	6	6	0.66220736	198	0.66329966	0.00109231	8
orthogroup_1439	orthogroup_1186	1	14	0.12337662	58	0.12284483	0.00053180	9
orthogroup_1439	orthogroup_1186	2	14	0.18614719	87	0.18534483	0.00080236	9
orthogroup_1439	orthogroup_1186	3	14	0.24242424	113	0.24137931	0.00104493	9
orthogroup_1439	orthogroup_1186	4	14	0.32251082	151	0.32327586	0.00076504	9
orthogroup_1439	orthogroup_1186	5	14	0.38311688	179	0.38362069	0.00050381	9
orthogroup_1439	orthogroup_1186	6	14	0.45887446	214	0.45905172	0.00017727	9
orthogroup_1439	orthogroup_1186	7	14	0.51515152	240	0.51508621	0.00006531	9
orthogroup_1439	orthogroup_1186	8	14	0.62337662	290	0.62284483	0.00053180	9
orthogroup_1439	orthogroup_1186	9	14	0.70129870	326	0.70043103	0.00086767	9
orthogroup_1439	orthogroup_1186	10	14	0.72510823	337	0.72413793	0.00097029	9
orthogroup_1439	orthogroup_1186	11	14	0.80519481	375	0.80603448	0.00083968	9
orthogroup_1439	orthogroup_1186	12	14	0.85497835	398	0.85560345	0.00062509	9
orthogroup_1439	orthogroup_1186	13	14	0.92640693	431	0.92672414	0.00031721	9
orthogroup_1439	orthogroup_1186	14	14	0.98917749	460	0.98922414	0.00004665	9
orthogroup_1443	orthogroup_1466	1	6	0.11522829	34	0.11440678	0.00082151	9
orthogroup_1443	orthogroup_1466	2	6	0.30453191	79	0.30508475	0.00055284	9
orthogroup_1443	orthogroup_1466	3	6	0.44856727	116	0.44915254	0.00058528	9
orthogroup_1443	orthogroup_1466	4	6	0.53305785	136	0.53389831	0.00084045	9
orthogroup_1443	orthogroup_1466	5	6	0.77272727	192	0.77118644	0.00154083	9
orthogroup_1443	orthogroup_1466	6	6	0.94651809	233	0.94491525	0.00160283	9
orthogroup_1444	orthogroup_1454	1	4	0.17500000	23	0.17796610	0.00296610	9
orthogroup_1444	orthogroup_1454	2	4	0.42016807	52	0.42372881	0.00356075	9
orthogroup_1444	orthogroup_1454	3	4	0.65000000	79	0.65000000	0.00000000	9
orthogroup_1444	orthogroup_1454	4	4	0.84033613	102	0.84166667	0.00133053	9
orthogroup_1445	orthogroup_1247	1	6	0.41090909	114	0.41240876	0.00149967	9
orthogroup_1445	orthogroup_1247	2	6	0.58545455	161	0.58394161	0.00151294	9
orthogroup_1445	orthogroup_1247	3	6	0.68363636	188	0.68248175	0.00115461	9
orthogroup_1445	orthogroup_1247	4	6	0.76727273	211	0.76642336	0.00084937	9
orthogroup_1445	orthogroup_1247	5	6	0.88727273	245	0.88686131	0.00041141	9
orthogroup_1445	orthogroup_1247	6	6	0.98154982	271	0.98175182	0.00020201	9
orthogroup_145	orthogroup_564	1	6	0.20761246	61	0.20905923	0.00144678	8
orthogroup_145	orthogroup_564	2	6	0.41176471	119	0.41114983	0.00061488	8
orthogroup_145	orthogroup_564	3	6	0.55017301	159	0.55052265	0.00034964	8
orthogroup_145	orthogroup_564	4	6	0.68858131	199	0.68989547	0.00131416	8
orthogroup_145	orthogroup_564	5	6	0.80935818	233	0.80836237	0.00099581	8
orthogroup_145	orthogroup_564	6	6	0.93289923	269	0.93379791	0.00089868	8
orthogroup_1457	orthogroup_267	1	10	0.15012107	74	0.15048544	0.00036437	10
orthogroup_1457	orthogroup_267	2	10	0.23970944	111	0.24029126	0.00058182	10
orthogroup_1457	orthogroup_267	3	10	0.30750605	139	0.30825243	0.00074637	10
orthogroup_1457	orthogroup_267	4	10	0.39225182	174	0.39320388	0.00095207	10
orthogroup_1457	orthogroup_267	5	10	0.46731235	205	0.46844660	0.00113425	10
orthogroup_1457	orthogroup_267	6	10	0.51573850	224	0.51456311	0.00117539	10
orthogroup_1457	orthogroup_267	7	10	0.57627119	249	0.57524272	0.00102847	10
orthogroup_1457	orthogroup_267	8	10	0.78208232	334	0.78155340	0.00052893	10
orthogroup_1457	orthogroup_267	9	10	0.87893462	374	0.87864078	0.00029385	10
orthogroup_1457	orthogroup_267	10	10	0.95342438	405	0.95388350	0.00045912	10
orthogroup_1462	orthogroup_897	1	10	0.06790123	23	0.06790123	0.00000000	9
orthogroup_1462	orthogroup_897	2	10	0.17283951	57	0.17283951	0.00000000	9
orthogroup_1462	orthogroup_897	3	10	0.27777778	91	0.27777778	0.00000000	9
orthogroup_1462	orthogroup_897	4	10	0.36728395	120	0.36728395	0.00000000	9
orthogroup_1462	orthogroup_897	5	10	0.44135802	144	0.44135802	0.00000000	9
orthogroup_1462	orthogroup_897	6	10	0.59567901	194	0.59567901	0.00000000	9
orthogroup_1462	orthogroup_897	7	10	0.70987654	231	0.70987654	0.00000000	9
orthogroup_1462	orthogroup_897	8	10	0.79320988	258	0.79320988	0.00000000	9
orthogroup_1462	orthogroup_897	9	10	0.89506173	291	0.89506173	0.00000000	9
orthogroup_1462	orthogroup_897	10	10	0.98148148	319	0.98148148	0.00000000	9
orthogroup_147	orthogroup_1125	1	8	0.06042885	36	0.06090373	0.00047488	8
orthogroup_147	orthogroup_1125	2	8	0.11111111	62	0.11198428	0.00087317	8
orthogroup_147	orthogroup_1125	3	8	0.16179337	87	0.16110020	0.00069318	8
orthogroup_147	orthogroup_1125	4	8	0.59454191	308	0.59528487	0.00074296	8
orthogroup_147	orthogroup_1125	5	8	0.64717349	334	0.64636542	0.00080807	8
orthogroup_147	orthogroup_1125	6	8	0.76023392	392	0.76031434	0.00008042	8
orthogroup_147	orthogroup_1125	7	8	0.85575049	441	0.85658153	0.00083105	8
orthogroup_147	orthogroup_1125	8	8	0.98440546	506	0.98428291	0.00012255	8
orthogroup_1477	orthogroup_1234	1	3	0.28813559	34	0.28448276	0.00365283	8
orthogroup_1477	orthogroup_1234	2	3	0.74576271	88	0.75000000	0.00423729	8
orthogroup_1477	orthogroup_1234	3	3	0.96610169	113	0.96551724	0.00058445	8
orthogroup_1481	orthogroup_1661	1	3	0.23232323	36	0.23157895	0.00074428	9
orthogroup_1481	orthogroup_1661	2	3	0.47474747	59	0.47368421	0.00106326	9
orthogroup_1481	orthogroup_1661	3	3	0.80808081	91	0.81052632	0.00244551	9
orthogroup_1515	orthogroup_161	1	4	0.25533524	43	0.25786164	0.00252639	8
orthogroup_1515	orthogroup_161	2	4	0.51417423	84	0.51572327	0.00154904	8
orthogroup_1515	orthogroup_161	3	4	0.68322981	111	0.68553459	0.00230478	8
orthogroup_1515	orthogroup_161	4	4	0.93058210	150	0.93081761	0.00023551	8
orthogroup_1519	orthogroup_1025	1	10	0.08121851	29	0.08108108	0.00013743	10
orthogroup_1519	orthogroup_1025	2	10	0.18612574	64	0.18581081	0.00031493	10
orthogroup_1519	orthogroup_1025	3	10	0.31133761	101	0.31081081	0.00052680	10
orthogroup_1519	orthogroup_1025	4	10	0.40202703	128	0.40202703	0.00000000	10
orthogroup_1519	orthogroup_1025	5	10	0.48648649	153	0.48648649	0.00000000	10
orthogroup_1519	orthogroup_1025	6	10	0.56081081	175	0.56081081	0.00000000	10
orthogroup_1519	orthogroup_1025	7	10	0.66216216	205	0.66216216	0.00000000	10
orthogroup_1519	orthogroup_1025	8	10	0.78040541	241	0.78040541	0.00000000	10
orthogroup_1519	orthogroup_1025	9	10	0.86971484	267	0.86824324	0.00147160	10
orthogroup_1519	orthogroup_1025	10	10	0.97462208	299	0.97297297	0.00164911	10
orthogroup_1524	orthogroup_701	1	3	0.37500000	58	0.37500000	0.00000000	9
orthogroup_1524	orthogroup_701	2	3	0.71875000	102	0.71875000	0.00000000	9
orthogroup_1524	orthogroup_701	3	3	0.99218750	137	0.99218750	0.00000000	9
orthogroup_1538	orthogroup_1127	1	4	0.22068966	37	0.22068966	0.00000000	9
orthogroup_1538	orthogroup_1127	2	4	0.52413793	81	0.52413793	0.00000000	9
orthogroup_1538	orthogroup_1127	3	4	0.71724138	109	0.71724138	0.00000000	9
orthogroup_1538	orthogroup_1127	4	4	0.91034483	138	0.91034483	0.00000000	9
orthogroup_1554	orthogroup_1493	1	6	0.14146341	32	0.14141414	0.00004927	8
orthogroup_1554	orthogroup_1493	2	6	0.31037495	65	0.30808081	0.00229415	8
orthogroup_1554	orthogroup_1493	3	6	0.47787890	99	0.47979798	0.00191908	8
orthogroup_1554	orthogroup_1493	4	6	0.67829391	138	0.67676768	0.00152623	8
orthogroup_1554	orthogroup_1493	5	6	0.82030093	166	0.81818182	0.00211912	8
orthogroup_1554	orthogroup_1493	6	6	0.94580755	191	0.94444444	0.00136310	8
orthogroup_1557	orthogroup_731	1	12	0.11601529	51	0.11627907	0.00026378	8
orthogroup_1557	orthogroup_731	2	12	0.19025522	83	0.19069767	0.00044245	8
orthogroup_1557	orthogroup_731	3	12	0.25986079	113	0.26046512	0.00060433	8
orthogroup_1557	orthogroup_731	4	12	0.31786543	138	0.31860465	0.00073922	8
orthogroup_1557	orthogroup_731	5	12	0.42044191	182	0.42093023	0.00048832	8
orthogroup_1557	orthogroup_731	6	12	0.48955916	212	0.49069767	0.00113851	8
orthogroup_1557	orthogroup_731	7	12	0.61484919	265	0.61395349	0.00089570	8
orthogroup_1557	orthogroup_731	8	12	0.69605568	301	0.69534884	0.00070685	8
orthogroup_1557	orthogroup_731	9	12	0.76334107	330	0.76279070	0.00055037	8
orthogroup_1557	orthogroup_731	10	12	0.82830626	358	0.82790698	0.00039929	8
orthogroup_1557	orthogroup_731	11	12	0.90487239	391	0.90465116	0.00022123	8
orthogroup_1557	orthogroup_731	12	12	0.97911833	423	0.97906977	0.00004856	8
orthogroup_156	orthogroup_1632	1	9	0.07746479	35	0.07773852	0.00027373	9
orthogroup_156	orthogroup_1632	2	9	0.15492958	57	0.15547703	0.00054745	9
orthogroup_156	orthogroup_1632	3	9	0.25000000	84	0.25088339	0.00088339	9
orthogroup_156	orthogroup_1632	4	9	0.36971831	118	0.37102473	0.00130643	9
orthogroup_156	orthogroup_1632	5	9	0.48239437	150	0.48409894	0.00170457	9
orthogroup_156	orthogroup_1632	6	9	0.61619718	192	0.61484099	0.00135619	9
orthogroup_156	orthogroup_1632	7	9	0.73591549	226	0.73498233	0.00093316	9
orthogroup_156	orthogroup_1632	8	9	0.83450704	254	0.83392226	0.00058478	9
orthogroup_156	orthogroup_1632	9	9	0.98239437	296	0.98233216	0.00006221	9
orthogroup_1575	orthogroup_60	1	5	0.15789474	37	0.15859031	0.00069557	10
orthogroup_1575	orthogroup_60	2	5	0.24561404	57	0.24669604	0.00108200	10
orthogroup_1575	orthogroup_60	3	5	0.49561404	114	0.49779736	0.00218332	10
orthogroup_1575	orthogroup_60	4	5	0.70614035	161	0.70484581	0.00129454	10
orthogroup_1575	orthogroup_60	5	5	0.95614035	218	0.95594714	0.00019321	10
orthogroup_1577	orthogroup_570	1	5	0.17194570	40	0.17194570	0.00000000	9
orthogroup_1577	orthogroup_570	2	5	0.31221719	70	0.30769231	0.00452489	9
orthogroup_1577	orthogroup_570	3	5	0.47511312	107	0.47511312	0.00000000	9
orthogroup_1577	orthogroup_570	4	5	0.71493213	160	0.71493213	0.00000000	9
orthogroup_1577	orthogroup_570	5	5	0.93665158	209	0.93665158	0.00000000	9
orthogroup_158	orthogroup_66	1	12	0.06621005	81	0.18223235	0.11602230	9
orthogroup_158	orthogroup_66	2	12	0.14155251	82	0.18451025	0.04295774	9
orthogroup_158	orthogroup_66	3	12	0.22374429	99	0.22323462	0.00050967	9
orthogroup_158	orthogroup_66	4	12	0.31278539	138	0.31207289	0.00071250	9
orthogroup_158	orthogroup_66	5	12	0.38127854	168	0.38041002	0.00086852	9
orthogroup_158	orthogroup_66	6	12	0.47716895	210	0.47608200	0.00108695	9
orthogroup_158	orthogroup_66	7	12	0.56164384	248	0.56264237	0.00099853	9
orthogroup_158	orthogroup_66	8	12	0.68036530	300	0.68109339	0.00072810	9
orthogroup_158	orthogroup_66	9	12	0.75342466	332	0.75398633	0.00056168	9
orthogroup_158	orthogroup_66	10	12	0.81278539	358	0.81321185	0.00042646	9
orthogroup_158	orthogroup_66	11	12	0.88127854	388	0.88154897	0.00027044	9
orthogroup_158	orthogroup_66	12	12	0.97260274	428	0.97266515	0.00006241	9
orthogroup_159	orthogroup_646	1	14	0.07142857	36	0.07150376	0.00007519	8
orthogroup_159	orthogroup_646	2	14	0.13673469	67	0.13641148	0.00032321	8
orthogroup_159	orthogroup_646	3	14	0.20204082	98	0.20146927	0.00057155	8
orthogroup_159	orthogroup_646	4	14	0.25918367	131	0.25867536	0.00050831	8
orthogroup_159	orthogroup_646	5	14	0.33673469	168	0.33578211	0.00095258	8
orthogroup_159	orthogroup_646	6	14	0.39183673	195	0.39244534	0.00060861	8
orthogroup_159	orthogroup_646	7	14	0.49795918	245	0.49737725	0.00058193	8
orthogroup_159	orthogroup_646	8	14	0.56938776	279	0.56873095	0.00065680	8
orthogroup_159	orthogroup_646	9	14	0.63265306	309	0.63169010	0.00096296	8
orthogroup_159	orthogroup_646	10	14	0.69591837	340	0.69674788	0.00082951	8
orthogroup_159	orthogroup_646	11	14	0.76530612	373	0.76600294	0.00069682	8
orthogroup_159	orthogroup_646	12	14	0.81632653	397	0.81637026	0.00004373	8
orthogroup_159	orthogroup_646	13	14	0.90714286	440	0.90661170	0.00053116	8
orthogroup_159	orthogroup_646	14	14	0.98367347	477	0.98426131	0.00058785	8
orthogroup_1596	orthogroup_937	1	6	0.13913043	35	0.13913043	0.00000000	9
orthogroup_1596	orthogroup_937	2	6	0.23913043	58	0.23913043	0.00000000	9
orthogroup_1596	orthogroup_937	3	6	0.37391304	89	0.37391304	0.00000000	9
orthogroup_1596	orthogroup_937	4	6	0.48695652	115	0.48695652	0.00000000	9
orthogroup_1596	orthogroup_937	5	6	0.63636364	149	0.63478261	0.00158103	9
orthogroup_1596	orthogroup_937	6	6	0.89130435	208	0.89130435	0.00000000	9
orthogroup_1619	orthogroup_97	1	6	0.14906832	25	0.14906832	0.00000000	9
orthogroup_1619	orthogroup_97	2	6	0.29192547	48	0.29192547	0.00000000	9
orthogroup_1619	orthogroup_97	3	6	0.43478261	71	0.43478261	0.00000000	9
orthogroup_1619	orthogroup_97	4	6	0.55279503	90	0.55279503	0.00000000	9
orthogroup_1619	orthogroup_97	5	6	0.73913043	123	0.73913043	0.00000000	9
orthogroup_1619	orthogroup_97	6	6	0.93788820	155	0.93788820	0.00000000	9
orthogroup_1627	orthogroup_1666	1	12	0.06542056	37	0.06505576	0.00036480	9
orthogroup_1627	orthogroup_1666	2	12	0.14953271	82	0.14869888	0.00083383	9
orthogroup_1627	orthogroup_1666	3	12	0.21308411	117	0.21375465	0.00067053	9
orthogroup_1627	orthogroup_1666	4	12	0.29532710	161	0.29553903	0.00021193	9
orthogroup_1627	orthogroup_1666	5	12	0.39813084	216	0.39776952	0.00036132	9
orthogroup_1627	orthogroup_1666	6	12	0.49158879	266	0.49070632	0.00088247	9
orthogroup_1627	orthogroup_1666	7	12	0.58052434	314	0.57992565	0.00059869	9
orthogroup_1627	orthogroup_1666	8	12	0.65981308	357	0.65985130	0.00003822	9
orthogroup_1627	orthogroup_1666	9	12	0.73457944	397	0.73420074	0.00037870	9
orthogroup_1627	orthogroup_1666	10	12	0.78504673	424	0.78438662	0.00066011	9
orthogroup_1627	orthogroup_1666	11	12	0.88411215	478	0.88475836	0.00064621	9
orthogroup_1627	orthogroup_1666	12	12	0.98691589	533	0.98698885	0.00007296	9
orthogroup_1636	orthogroup_163	1	6	0.07666099	46	0.07666099	0.00000000	10
orthogroup_1636	orthogroup_163	2	6	0.13798978	82	0.13798978	0.00000000	10
orthogroup_1636	orthogroup_163	3	6	0.27210884	161	0.27257240	0.00046356	10
orthogroup_1636	orthogroup_163	4	6	0.31005111	186	0.31005111	0.00000000	10
orthogroup_1636	orthogroup_163	5	6	0.45826235	273	0.45826235	0.00000000	10
orthogroup_1636	orthogroup_163	6	6	0.51107325	304	0.51107325	0.00000000	10
orthogroup_1642	orthogroup_1438	1	6	0.07812500	27	0.07788162	0.00024338	9
orthogroup_1642	orthogroup_1438	2	6	0.30312500	99	0.30218069	0.00094431	9
orthogroup_1642	orthogroup_1438	3	6	0.40312500	131	0.40186916	0.00125584	9
orthogroup_1642	orthogroup_1438	4	6	0.61875000	201	0.61993769	0.00118769	9
orthogroup_1642	orthogroup_1438	5	6	0.81875000	265	0.81931464	0.00056464	9
orthogroup_1642	orthogroup_1438	6	6	0.95000000	307	0.95000000	0.00000000	9
orthogroup_1644	orthogroup_1430	1	10	0.07876712	24	0.07876712	0.00000000	9
orthogroup_1644	orthogroup_1430	2	10	0.18150685	54	0.18150685	0.00000000	9
orthogroup_1644	orthogroup_1430	3	10	0.28082192	83	0.28082192	0.00000000	9
orthogroup_1644	orthogroup_1430	4	10	0.38356164	113	0.38356164	0.00000000	9
orthogroup_1644	orthogroup_1430	5	10	0.46575342	137	0.46575342	0.00000000	9
orthogroup_1644	orthogroup_1430	6	10	0.59589041	175	0.59589041	0.00000000	9
orthogroup_1644	orthogroup_1430	7	10	0.69178082	203	0.69178082	0.00000000	9
orthogroup_1644	orthogroup_1430	8	10	0.80338983	236	0.80479452	0.00140469	9
orthogroup_1644	orthogroup_1430	9	10	0.90068493	264	0.90068493	0.00000000	9
orthogroup_1644	orthogroup_1430	10	10	0.98972603	290	0.98972603	0.00000000	9
orthogroup_1651	orthogroup_854	1	16	0.03267974	1	0.00000000	0.03267974	10
orthogroup_1651	orthogroup_854	2	16	0.08006536	54	0.08646003	0.00639467	10
orthogroup_1651	orthogroup_854	3	16	0.16666667	104	0.16734462	0.00067795	10
orthogroup_1651	orthogroup_854	4	16	0.21405229	135	0.20471283	0.00933946	10
orthogroup_1651	orthogroup_854	5	16	0.25326797	163	0.25020457	0.00306340	10
orthogroup_1651	orthogroup_854	6	16	0.30392157	199	0.30456026	0.00063869	10
orthogroup_1651	orthogroup_854	7	16	0.37091503	242	0.37142815	0.00051312	10
orthogroup_1651	orthogroup_854	8	16	0.42962338	280	0.43020370	0.00058032	10
orthogroup_1651	orthogroup_854	9	16	0.48856209	320	0.48897925	0.00041716	10
orthogroup_1651	orthogroup_854	10	16	0.52941176	347	0.53306091	0.00364915	10
orthogroup_1651	orthogroup_854	11	16	0.56699346	373	0.57550992	0.00851646	10
orthogroup_1651	orthogroup_854	12	16	0.63888889	412	0.63918343	0.00029454	10
orthogroup_1651	orthogroup_854	13	16	0.70751634	454	0.70775491	0.00023857	10
orthogroup_1651	orthogroup_854	14	16	0.76960784	492	0.76979576	0.00018792	10
orthogroup_1651	orthogroup_854	15	16	0.83496732	532	0.83510193	0.00013461	10
orthogroup_1651	orthogroup_854	16	16	0.99836601	632	0.99836868	0.00000267	10
orthogroup_1663	orthogroup_951	1	13	0.04771784	24	0.04771784	0.00000000	9
orthogroup_1663	orthogroup_951	2	13	0.13278008	65	0.13278008	0.00000000	9
orthogroup_1663	orthogroup_951	3	13	0.19087137	93	0.19087137	0.00000000	9
orthogroup_1663	orthogroup_951	4	13	0.30082988	153	0.30082988	0.00000000	9
orthogroup_1663	orthogroup_951	5	13	0.36721992	186	0.36721992	0.00000000	9
orthogroup_1663	orthogroup_951	6	13	0.41493776	211	0.41493776	0.00000000	9
orthogroup_1663	orthogroup_951	7	13	0.52489627	264	0.52489627	0.00000000	9
orthogroup_1663	orthogroup_951	8	13	0.60373444	302	0.60373444	0.00000000	9
orthogroup_1663	orthogroup_951	9	13	0.70954357	353	0.70954357	0.00000000	9
orthogroup_1663	orthogroup_951	10	13	0.79875519	396	0.79875519	0.00000000	9
orthogroup_1663	orthogroup_951	11	13	0.85269710	422	0.85269710	0.00000000	9
orthogroup_1663	orthogroup_951	12	13	0.91493776	452	0.91493776	0.00000000	9
orthogroup_1663	orthogroup_951	13	13	0.96473029	476	0.96473029	0.00000000	9
orthogroup_1685	orthogroup_837	1	9	0.09183673	38	0.09278351	0.00094677	10
orthogroup_1685	orthogroup_837	2	9	0.18537051	65	0.18556701	0.00019650	10
orthogroup_1685	orthogroup_837	3	9	0.35034014	113	0.35051546	0.00017533	10
orthogroup_1685	orthogroup_837	4	9	0.41666570	132	0.41580756	0.00085814	10
orthogroup_1685	orthogroup_837	5	9	0.50933933	159	0.50859107	0.00074826	10
orthogroup_1685	orthogroup_837	6	9	0.59661017	186	0.60137457	0.00476440	10
orthogroup_1685	orthogroup_837	7	9	0.75850340	233	0.75945017	0.00094677	10
orthogroup_1685	orthogroup_837	8	9	0.83728814	256	0.83848797	0.00119984	10
orthogroup_1685	orthogroup_837	9	9	0.95918367	291	0.95876289	0.00042079	10
orthogroup_1687	orthogroup_1139	1	10	0.08955224	32	0.09036145	0.00080921	8
orthogroup_1687	orthogroup_1139	2	10	0.18507463	63	0.18373494	0.00133969	8
orthogroup_1687	orthogroup_1139	3	10	0.25671642	87	0.25602410	0.00069232	8
orthogroup_1687	orthogroup_1139	4	10	0.37611940	127	0.37650602	0.00038662	8
orthogroup_1687	orthogroup_1139	5	10	0.43880597	148	0.43975904	0.00095307	8
orthogroup_1687	orthogroup_1139	6	10	0.59104478	198	0.59036145	0.00068333	8
orthogroup_1687	orthogroup_1139	7	10	0.73432836	246	0.73493976	0.00061140	8
orthogroup_1687	orthogroup_1139	8	10	0.82388060	278	0.82530120	0.00142061	8
orthogroup_1687	orthogroup_1139	9	10	0.89850746	302	0.89759036	0.00091710	8
orthogroup_1687	orthogroup_1139	10	10	0.97313433	327	0.97289157	0.00024276	8
orthogroup_1689	orthogroup_823	1	8	0.10493827	41	0.10493827	0.00000000	10
orthogroup_1689	orthogroup_823	2	8	0.30864198	109	0.30864198	0.00000000	10
orthogroup_1689	orthogroup_823	3	8	0.41049383	143	0.41049383	0.00000000	10
orthogroup_1689	orthogroup_823	4	8	0.51543210	177	0.51543210	0.00000000	10
orthogroup_1689	orthogroup_823	5	8	0.62654321	214	0.62654321	0.00000000	10
orthogroup_1689	orthogroup_823	6	8	0.79012346	270	0.79012346	0.00000000	10
orthogroup_1689	orthogroup_823	7	8	0.87654321	301	0.87654321	0.00000000	10
orthogroup_1689	orthogroup_823	8	8	0.98456790	335	0.98148148	0.00308642	10
orthogroup_1696	orthogroup_859	1	10	0.07859079	30	0.07901907	0.00042829	9
orthogroup_1696	orthogroup_859	2	10	0.13821138	53	0.13934426	0.00113288	9
orthogroup_1696	orthogroup_859	3	10	0.23035230	86	0.22950820	0.00084411	9
orthogroup_1696	orthogroup_859	4	10	0.47696477	177	0.47814208	0.00117731	9
orthogroup_1696	orthogroup_859	5	10	0.63414634	234	0.63387978	0.00026656	9
orthogroup_1696	orthogroup_859	6	10	0.69647696	258	0.69672131	0.00024435	9
orthogroup_1696	orthogroup_859	7	10	0.72628726	269	0.72677596	0.00048869	9
orthogroup_1696	orthogroup_859	8	10	0.79674797	295	0.79781421	0.00106624	9
orthogroup_1696	orthogroup_859	9	10	0.86720867	320	0.86612022	0.00108845	9
orthogroup_1696	orthogroup_859	10	10	0.92140921	340	0.92076503	0.00064419	9
orthogroup_1701	orthogroup_1261	1	4	0.20930233	31	0.21093750	0.00163517	9
orthogroup_1701	orthogroup_1261	2	4	0.48837209	67	0.49218750	0.00381541	9
orthogroup_1701	orthogroup_1261	3	4	0.66410256	89	0.66406250	0.00004006	9
orthogroup_1701	orthogroup_1261	4	4	0.87596899	116	0.87500000	0.00096899	9
orthogroup_1723	orthogroup_795	1	5	0.21559633	92	0.21559633	0.00000000	10
orthogroup_1723	orthogroup_795	2	5	0.28440367	107	0.28440367	0.00000000	10
orthogroup_1723	orthogroup_795	3	5	0.42201835	137	0.42201835	0.00000000	10
orthogroup_1723	orthogroup_795	4	5	0.81192661	222	0.81192661	0.00000000	10
orthogroup_1723	orthogroup_795	5	5	0.94954128	252	0.94954128	0.00000000	10
orthogroup_1733	orthogroup_5	1	12	0.02634146	29	0.02676864	0.00042718	9
orthogroup_1733	orthogroup_5	2	12	0.34179688	433	0.34225621	0.00045934	9
orthogroup_1733	orthogroup_5	3	12	0.36718750	466	0.36711281	0.00007469	9
orthogroup_1733	orthogroup_5	4	12	0.39355469	525	0.39367816	0.00012347	9
orthogroup_1733	orthogroup_5	5	12	0.43847656	572	0.43869732	0.00022076	9
orthogroup_1733	orthogroup_5	6	12	0.46972656	604	0.46934866	0.00037790	9
orthogroup_1733	orthogroup_5	7	12	0.52826511	667	0.52868069	0.00041558	9
orthogroup_1733	orthogroup_5	8	12	0.84863281	1098	0.84894837	0.00031556	9
orthogroup_1733	orthogroup_5	9	12	0.87304688	1123	0.87284895	0.00019793	9
orthogroup_1733	orthogroup_5	10	12	0.90000000	1151	0.89961759	0.00038241	9
orthogroup_1733	orthogroup_5	11	12	0.94531250	1199	0.94550669	0.00019419	9
orthogroup_1733	orthogroup_5	12	12	0.97363281	1228	0.97320574	0.00042707	9
