membrane_orthogroup	soluble_orthogroup	tmd_index	modal_tmd_count	membrane_target_relative_position	soluble_alignment_column	soluble_median_relative_position	absolute_relative_difference	species_total
orthogroup_1406	orthogroup_1079	3	6	0.23776224	138	0.23826087	0.00049863	9
orthogroup_1406	orthogroup_1079	4	6	0.28146853	163	0.28173913	0.00027060	9
orthogroup_1406	orthogroup_1079	5	6	0.42582897	246	0.42608696	0.00025799	9
orthogroup_1406	orthogroup_1079	6	6	0.48776224	281	0.48695652	0.00080572	9
orthogroup_1408	orthogroup_45	1	8	0.12980769	55	0.12918660	0.00062109	9
orthogroup_1408	orthogroup_45	2	8	0.23557692	99	0.23444976	0.00112716	9
orthogroup_1408	orthogroup_45	3	8	0.32932692	139	0.33014354	0.00081662	9
orthogroup_1408	orthogroup_45	4	8	0.41586538	175	0.41626794	0.00040256	9
orthogroup_1408	orthogroup_45	5	8	0.61057692	256	0.61004785	0.00052908	9
orthogroup_1408	orthogroup_45	6	8	0.72836538	305	0.72727273	0.00109266	9
orthogroup_1408	orthogroup_45	7	8	0.83173077	349	0.83253589	0.00080512	9
orthogroup_1408	orthogroup_45	8	8	0.91105769	382	0.91148325	0.00042556	9
orthogroup_141	orthogroup_1460	1	6	0.21428571	99	0.21407625	0.00020947	10
orthogroup_141	orthogroup_1460	2	6	0.40476190	164	0.40469208	0.00006982	10
orthogroup_141	orthogroup_1460	3	6	0.55059524	215	0.55131965	0.00072441	10
orthogroup_141	orthogroup_1460	4	6	0.67559524	265	0.67448680	0.00110843	10
orthogroup_141	orthogroup_1460	5	6	0.79166667	306	0.79178886	0.00012219	10
orthogroup_141	orthogroup_1460	6	6	0.87851612	340	0.87976540	0.00124928	10
orthogroup_1410	orthogroup_903	1	4	0.06537530	29	0.06537530	0.00000000	9
orthogroup_1410	orthogroup_903	2	4	0.65375303	275	0.65375303	0.00000000	9
orthogroup_1410	orthogroup_903	3	4	0.77966102	327	0.77966102	0.00000000	9
orthogroup_1410	orthogroup_903	4	4	0.91767554	384	0.91767554	0.00000000	9
orthogroup_1412	orthogroup_1329	1	6	0.09830508	30	0.09830508	0.00000000	9
orthogroup_1412	orthogroup_1329	2	6	0.31525424	94	0.31525424	0.00000000	9
orthogroup_1412	orthogroup_1329	3	6	0.45084746	134	0.45084746	0.00000000	9
orthogroup_1412	orthogroup_1329	4	6	0.54237288	161	0.54237288	0.00000000	9
orthogroup_1412	orthogroup_1329	5	6	0.72881356	216	0.72881356	0.00000000	9
orthogroup_1412	orthogroup_1329	6	6	0.89152542	264	0.89152542	0.00000000	9
orthogroup_1435	orthogroup_1297	1	6	0.03678930	12	0.03703704	0.00024774	8
orthogroup_1435	orthogroup_1297	2	6	0.12374582	38	0.12457912	0.00083331	8
orthogroup_1435	orthogroup_1297	3	6	0.26421405	79	0.26262626	0.00158778	8
orthogroup_1435	orthogroup_1297	4	6	0.38795987	116	0.38720539	0.00075448	8
orthogroup_1435	orthogroup_1297	5	6	0.52508361	157	0.52525253	0.00016891	8
orthogroup_1435	orthogroup_1297	6	6	0.59866221	179	0.59932660	0.00066439	8
orthogroup_1439	orthogroup_1186	1	14	0.09090909	43	0.09051724	0.00039185	9
orthogroup_1439	orthogroup_1186	2	14	0.15151515	71	0.15086207	0.00065308	9
orthogroup_1439	orthogroup_1186	3	14	0.20562771	96	0.20474138	0.00088633	9
orthogroup_1439	orthogroup_1186	4	14	0.27922078	131	0.28017241	0.00095163	9
orthogroup_1439	orthogroup_1186	5	14	0.34415584	161	0.34482759	0.00067174	9
orthogroup_1439	orthogroup_1186	6	14	0.42207792	197	0.42241379	0.00033587	9
orthogroup_1439	orthogroup_1186	7	14	0.48051948	224	0.48060345	0.00008397	9
orthogroup_1439	orthogroup_1186	8	14	0.58441558	272	0.58405172	0.00036386	9
orthogroup_1439	orthogroup_1186	9	14	0.67099567	312	0.67025862	0.00073705	9
orthogroup_1439	orthogroup_1186	10	14	0.70562771	328	0.70474138	0.00088633	9
orthogroup_1439	orthogroup_1186	11	14	0.76190476	355	0.76293103	0.00102627	9
orthogroup_1439	orthogroup_1186	12	14	0.80952381	377	0.81034483	0.00082102	9
orthogroup_1439	orthogroup_1186	13	14	0.88311688	411	0.88362069	0.00050381	9
orthogroup_1439	orthogroup_1186	14	14	0.94588745	440	0.94612069	0.00023324	9
orthogroup_1443	orthogroup_1466	1	6	0.02674096	13	0.02542373	0.00131723	9
orthogroup_1443	orthogroup_1466	2	6	0.20984623	57	0.21186441	0.00201818	9
orthogroup_1443	orthogroup_1466	3	6	0.35123967	90	0.35169492	0.00045525	9
orthogroup_1443	orthogroup_1466	4	6	0.47314050	122	0.47457627	0.00143578	9
orthogroup_1443	orthogroup_1466	5	6	0.69421488	174	0.69491525	0.00070038	9
orthogroup_1443	orthogroup_1466	6	6	0.87603306	217	0.87711864	0.00108559	9
orthogroup_1444	orthogroup_1454	1	4	0.02739726	5	0.02542373	0.00197353	9
orthogroup_1444	orthogroup_1454	2	4	0.25210084	32	0.25423729	0.00213645	9
orthogroup_1444	orthogroup_1454	3	4	0.48333333	59	0.48305085	0.00028249	9
orthogroup_1444	orthogroup_1454	4	4	0.70833333	86	0.70833333	0.00000000	9
orthogroup_1445	orthogroup_1247	1	6	0.33818182	94	0.33941606	0.00123424	9
orthogroup_1445	orthogroup_1247	2	6	0.51272727	141	0.51094891	0.00177837	9
orthogroup_1445	orthogroup_1247	3	6	0.61090909	168	0.60948905	0.00142004	9
orthogroup_1445	orthogroup_1247	4	6	0.69454545	191	0.69343066	0.00111480	9
orthogroup_1445	orthogroup_1247	5	6	0.80727273	223	0.80656934	0.00070338	9
orthogroup_1445	orthogroup_1247	6	6	0.90545455	250	0.90510949	0.00034506	9
orthogroup_145	orthogroup_564	1	6	0.13148789	39	0.13240418	0.00091629	8
orthogroup_145	orthogroup_564	2	6	0.35294118	102	0.35191638	0.00102480	8
orthogroup_145	orthogroup_564	3	6	0.48096886	139	0.48083624	0.00013262	8
orthogroup_145	orthogroup_564	4	6	0.61937716	179	0.62020906	0.00083190	8
orthogroup_145	orthogroup_564	5	6	0.72664360	210	0.72822300	0.00157940	8
orthogroup_145	orthogroup_564	6	6	0.84083045	242	0.83972125	0.00110920	8
orthogroup_1457	orthogroup_267	1	10	0.11138015	57	0.11165049	0.00027034	10
orthogroup_1457	orthogroup_267	2	10	0.20338983	96	0.20388350	0.00049366	10
orthogroup_1457	orthogroup_267	3	10	0.26876513	123	0.26941748	0.00065234	10
orthogroup_1457	orthogroup_267	4	10	0.35835351	160	0.35922330	0.00086979	10
orthogroup_1457	orthogroup_267	5	10	0.42615012	188	0.42718447	0.00103434	10
orthogroup_1457	orthogroup_267	6	10	0.47699758	209	0.47815534	0.00115776	10
orthogroup_1457	orthogroup_267	7	10	0.52784504	229	0.52669903	0.00114601	10
orthogroup_1457	orthogroup_267	8	10	0.74576271	319	0.74514563	0.00061708	10
orthogroup_1457	orthogroup_267	9	10	0.83777240	357	0.83737864	0.00039376	10
orthogroup_1457	orthogroup_267	10	10	0.92155685	392	0.92233010	0.00077325	10
orthogroup_1462	orthogroup_897	1	10	0.01543210	6	0.01543210	0.00000000	9
orthogroup_1462	orthogroup_897	2	10	0.11562500	38	0.11419753	0.00142747	9
orthogroup_1462	orthogroup_897	3	10	0.23219814	76	0.23148148	0.00071666	9
orthogroup_1462	orthogroup_897	4	10	0.32000000	105	0.32098765	0.00098765	9
orthogroup_1462	orthogroup_897	5	10	0.38888889	127	0.38888889	0.00000000	9
orthogroup_1462	orthogroup_897	6	10	0.54153846	176	0.54012346	0.00141500	9
orthogroup_1462	orthogroup_897	7	10	0.64615385	210	0.64506173	0.00109212	9
orthogroup_1462	orthogroup_897	8	10	0.73765432	240	0.73765432	0.00000000	9
orthogroup_1462	orthogroup_897	9	10	0.84876543	276	0.84876543	0.00000000	9
orthogroup_1462	orthogroup_897	10	10	0.92283951	300	0.92283951	0.00000000	9
orthogroup_147	orthogroup_1125	1	8	0.02729045	19	0.02750491	0.00021446	8
orthogroup_147	orthogroup_1125	2	8	0.08187135	47	0.08251473	0.00064339	8
orthogroup_147	orthogroup_1125	3	8	0.12865497	70	0.12770138	0.00095360	8
orthogroup_147	orthogroup_1125	4	8	0.54775828	284	0.54813360	0.00037531	8
orthogroup_147	orthogroup_1125	5	8	0.61208577	317	0.61296660	0.00088083	8
orthogroup_147	orthogroup_1125	6	8	0.71929825	371	0.71905697	0.00024127	8
orthogroup_147	orthogroup_1125	7	8	0.82261209	424	0.82318271	0.00057063	8
orthogroup_147	orthogroup_1125	8	8	0.95516569	491	0.95481336	0.00035233	8
orthogroup_1477	orthogroup_1234	1	3	0.06779661	9	0.06896552	0.00116891	8
orthogroup_1477	orthogroup_1234	2	3	0.50847458	60	0.50862069	0.00014611	8
orthogroup_1477	orthogroup_1234	3	3	0.81355932	95	0.81034483	0.00321449	8
orthogroup_1481	orthogroup_1661	1	3	0.03030303	15	0.02105263	0.00925040	9
orthogroup_1481	orthogroup_1661	2	3	0.27272727	40	0.27368421	0.00095694	9
orthogroup_1481	orthogroup_1661	3	3	0.60606061	72	0.61052632	0.00446571	9
orthogroup_1515	orthogroup_161	1	4	0.13961039	24	0.13836478	0.00124561	8
orthogroup_1515	orthogroup_161	2	4	0.38795987	64	0.38993711	0.00197724	8
orthogroup_1515	orthogroup_161	3	4	0.57718188	94	0.57861635	0.00143448	8
orthogroup_1515	orthogroup_161	4	4	0.83173348	134	0.83018868	0.00154480	8
orthogroup_1519	orthogroup_1025	1	10	0.03045694	14	0.03040541	0.00005153	10
orthogroup_1519	orthogroup_1025	2	10	0.12563993	43	0.12500000	0.00063993	10
orthogroup_1519	orthogroup_1025	3	10	0.24365552	81	0.24324324	0.00041228	10
orthogroup_1519	orthogroup_1025	4	10	0.33559322	108	0.33445946	0.00113376	10
orthogroup_1519	orthogroup_1025	5	10	0.43581081	138	0.43581081	0.00000000	10
orthogroup_1519	orthogroup_1025	6	10	0.50933378	160	0.51013514	0.00080136	10
orthogroup_1519	orthogroup_1025	7	10	0.59661017	186	0.59797297	0.00136280	10
orthogroup_1519	orthogroup_1025	8	10	0.71404604	220	0.71283784	0.00120820	10
orthogroup_1519	orthogroup_1025	9	10	0.81756757	252	0.81756757	0.00000000	10
orthogroup_1519	orthogroup_1025	10	10	0.90878378	280	0.90878378	0.00000000	10
orthogroup_1524	orthogroup_701	1	3	0.18750000	34	0.18750000	0.00000000	9
orthogroup_1524	orthogroup_701	2	3	0.52343750	77	0.52343750	0.00000000	9
orthogroup_1524	orthogroup_701	3	3	0.83593750	117	0.83593750	0.00000000	9
orthogroup_1538	orthogroup_1127	1	4	0.08275862	16	0.08275862	0.00000000	9
orthogroup_1538	orthogroup_1127	2	4	0.38620690	61	0.38620690	0.00000000	9
orthogroup_1538	orthogroup_1127	3	4	0.60689655	93	0.60689655	0.00000000	9
orthogroup_1538	orthogroup_1127	4	4	0.80689655	123	0.80689655	0.00000000	9
orthogroup_1554	orthogroup_1493	1	6	0.03901651	12	0.04040404	0.00138753	8
orthogroup_1554	orthogroup_1493	2	6	0.22583149	49	0.22727273	0.00144124	8
orthogroup_1554	orthogroup_1493	3	6	0.38427375	80	0.38383838	0.00043537	8
orthogroup_1554	orthogroup_1493	4	6	0.58133722	119	0.58080808	0.00052914	8
orthogroup_1554	orthogroup_1493	5	6	0.73024881	149	0.73232323	0.00207443	8
orthogroup_1554	orthogroup_1493	6	6	0.85971363	174	0.85858586	0.00112777	8
orthogroup_1557	orthogroup_731	1	12	0.07888631	35	0.07906977	0.00018346	8
orthogroup_1557	orthogroup_731	2	12	0.14982464	65	0.14883721	0.00098743	8
orthogroup_1557	orthogroup_731	3	12	0.22273782	97	0.22325581	0.00051799	8
orthogroup_1557	orthogroup_731	4	12	0.28190255	122	0.28139535	0.00050720	8
orthogroup_1557	orthogroup_731	5	12	0.37354988	162	0.37441860	0.00086872	8
orthogroup_1557	orthogroup_731	6	12	0.45939675	199	0.46046512	0.00106836	8
orthogroup_1557	orthogroup_731	7	12	0.56844548	245	0.56744186	0.00100362	8
orthogroup_1557	orthogroup_731	8	12	0.64965197	281	0.64883721	0.00081476	8
orthogroup_1557	orthogroup_731	9	12	0.71693735	310	0.71627907	0.00065829	8
orthogroup_1557	orthogroup_731	10	12	0.78190255	338	0.78139535	0.00050720	8
orthogroup_1557	orthogroup_731	11	12	0.85846868	371	0.85813953	0.00032914	8
orthogroup_1557	orthogroup_731	12	12	0.93503480	404	0.93488372	0.00015108	8
orthogroup_156	orthogroup_1632	1	9	0.01760563	18	0.01766784	0.00006221	9
orthogroup_156	orthogroup_1632	2	9	0.08450704	37	0.08480565	0.00029861	9
orthogroup_156	orthogroup_1632	3	9	0.19366197	68	0.19434629	0.00068432	9
orthogroup_156	orthogroup_1632	4	9	0.30281690	99	0.30388693	0.00107002	9
orthogroup_156	orthogroup_1632	5	9	0.41197183	130	0.41342756	0.00145573	9
orthogroup_156	orthogroup_1632	6	9	0.52816901	167	0.52650177	0.00166725	9
orthogroup_156	orthogroup_1632	7	9	0.66197183	205	0.66077739	0.00119445	9
orthogroup_156	orthogroup_1632	8	9	0.76490939	234	0.76325088	0.00165850	9
orthogroup_156	orthogroup_1632	9	9	0.89788732	272	0.89752650	0.00036082	9
orthogroup_1575	orthogroup_60	1	5	0.04385965	11	0.04405286	0.00019321	10
orthogroup_1575	orthogroup_60	2	5	0.19736842	46	0.19823789	0.00086946	10
orthogroup_1575	orthogroup_60	3	5	0.40789474	94	0.40969163	0.00179689	10
orthogroup_1575	orthogroup_60	4	5	0.64473684	147	0.64317181	0.00156504	10
orthogroup_1575	orthogroup_60	5	5	0.87719298	200	0.87665198	0.00054100	10
orthogroup_1577	orthogroup_570	1	5	0.04977376	13	0.04977376	0.00000000	9
orthogroup_1577	orthogroup_570	2	5	0.22171946	51	0.22171946	0.00000000	9
orthogroup_1577	orthogroup_570	3	5	0.40723982	92	0.40723982	0.00000000	9
orthogroup_1577	orthogroup_570	4	5	0.66063348	148	0.66063348	0.00000000	9
orthogroup_1577	orthogroup_570	5	5	0.84615385	189	0.84615385	0.00000000	9
orthogroup_158	orthogroup_66	1	12	0.02054795	81	0.18223235	0.16168440	9
orthogroup_158	orthogroup_66	2	12	0.09817352	82	0.18451025	0.08633673	9
orthogroup_158	orthogroup_66	3	12	0.18264840	83	0.18678815	0.00413975	9
orthogroup_158	orthogroup_66	4	12	0.26940639	119	0.26879271	0.00061368	9
orthogroup_158	orthogroup_66	5	12	0.34018265	150	0.33940774	0.00077490	9
orthogroup_158	orthogroup_66	6	12	0.43835616	193	0.43735763	0.00099853	9
orthogroup_158	orthogroup_66	7	12	0.51598174	228	0.51708428	0.00110255	9
orthogroup_158	orthogroup_66	8	12	0.63470320	280	0.63553531	0.00083211	9
orthogroup_158	orthogroup_66	9	12	0.72146119	318	0.72209567	0.00063448	9
orthogroup_158	orthogroup_66	10	12	0.76712329	338	0.76765376	0.00053047	9
orthogroup_158	orthogroup_66	11	12	0.84246575	371	0.84282460	0.00035885	9
orthogroup_158	orthogroup_66	12	12	0.93378995	411	0.93394077	0.00015082	9
orthogroup_159	orthogroup_646	1	14	0.03061224	17	0.03157895	0.00096670	8
orthogroup_159	orthogroup_646	2	14	0.09591837	48	0.09667324	0.00075487	8
orthogroup_159	orthogroup_646	3	14	0.16530612	81	0.16579242	0.00048630	8
orthogroup_159	orthogroup_646	4	14	0.22040816	113	0.22082043	0.00041227	8
orthogroup_159	orthogroup_646	5	14	0.29591837	149	0.29653030	0.00061193	8
orthogroup_159	orthogroup_646	6	14	0.35510204	177	0.35466986	0.00043219	8
orthogroup_159	orthogroup_646	7	14	0.45714286	226	0.45750313	0.00036027	8
orthogroup_159	orthogroup_646	8	14	0.52857143	260	0.52885683	0.00028540	8
orthogroup_159	orthogroup_646	9	14	0.59183673	290	0.59181597	0.00002076	8
orthogroup_159	orthogroup_646	10	14	0.65306122	319	0.65267648	0.00038475	8
orthogroup_159	orthogroup_646	11	14	0.72040816	351	0.71983290	0.00057526	8
orthogroup_159	orthogroup_646	12	14	0.78163265	380	0.78069341	0.00093924	8
orthogroup_159	orthogroup_646	13	14	0.86632653	421	0.86673758	0.00041104	8
orthogroup_159	orthogroup_646	14	14	0.94285714	457	0.94228855	0.00056859	8
orthogroup_1596	orthogroup_937	1	6	0.07391304	20	0.07391304	0.00000000	9
orthogroup_1596	orthogroup_937	2	6	0.17391304	43	0.17391304	0.00000000	9
orthogroup_1596	orthogroup_937	3	6	0.29565217	71	0.29565217	0.00000000	9
orthogroup_1596	orthogroup_937	4	6	0.43043478	102	0.43043478	0.00000000	9
orthogroup_1596	orthogroup_937	5	6	0.55217391	130	0.55217391	0.00000000	9
orthogroup_1596	orthogroup_937	6	6	0.79565217	186	0.79565217	0.00000000	9
orthogroup_1619	orthogroup_97	1	6	0.05590062	10	0.05590062	0.00000000	9
orthogroup_1619	orthogroup_97	2	6	0.23602484	39	0.23602484	0.00000000	9
orthogroup_1619	orthogroup_97	3	6	0.32919255	54	0.32919255	0.00000000	9
orthogroup_1619	orthogroup_97	4	6	0.46583851	76	0.46583851	0.00000000	9
orthogroup_1619	orthogroup_97	5	6	0.63975155	105	0.63975155	0.00000000	9
orthogroup_1619	orthogroup_97	6	6	0.83229814	138	0.83229814	0.00000000	9
orthogroup_1627	orthogroup_1666	1	12	0.02803738	17	0.02788104	0.00015634	9
orthogroup_1627	orthogroup_1666	2	12	0.10280374	57	0.10223048	0.00057326	9
orthogroup_1627	orthogroup_1666	3	12	0.16822430	93	0.16914498	0.00092068	9
orthogroup_1627	orthogroup_1666	4	12	0.25794393	141	0.25836431	0.00042039	9
orthogroup_1627	orthogroup_1666	5	12	0.36448598	198	0.36431227	0.00017371	9
orthogroup_1627	orthogroup_1666	6	12	0.45420561	246	0.45353160	0.00067401	9
orthogroup_1627	orthogroup_1666	7	12	0.53831776	292	0.53903346	0.00071570	9
orthogroup_1627	orthogroup_1666	8	12	0.61682243	334	0.61710037	0.00027794	9
orthogroup_1627	orthogroup_1666	9	12	0.68224299	369	0.68215613	0.00008686	9
orthogroup_1627	orthogroup_1666	10	12	0.75327103	407	0.75278810	0.00048292	9
orthogroup_1627	orthogroup_1666	11	12	0.85981308	465	0.86059480	0.00078171	9
orthogroup_1627	orthogroup_1666	12	12	0.94953271	513	0.94981413	0.00028142	9
orthogroup_1636	orthogroup_163	1	6	0.04255322	39	0.06473595	0.02218272	10
orthogroup_1636	orthogroup_163	2	6	0.10391823	62	0.10391823	0.00000000	10
orthogroup_1636	orthogroup_163	3	6	0.23850085	141	0.23850085	0.00000000	10
orthogroup_1636	orthogroup_163	4	6	0.27597956	163	0.27597956	0.00000000	10
orthogroup_1636	orthogroup_163	5	6	0.42589438	254	0.42589438	0.00000000	10
orthogroup_1636	orthogroup_163	6	6	0.48977853	291	0.48892675	0.00085179	10
orthogroup_1642	orthogroup_1438	1	6	0.02500000	12	0.03115265	0.00615265	9
orthogroup_1642	orthogroup_1438	2	6	0.24062500	79	0.23987539	0.00074961	9
orthogroup_1642	orthogroup_1438	3	6	0.34062500	111	0.33956386	0.00106114	9
orthogroup_1642	orthogroup_1438	4	6	0.55625000	181	0.55763240	0.00138240	9
orthogroup_1642	orthogroup_1438	5	6	0.75312500	244	0.75389408	0.00076908	9
orthogroup_1642	orthogroup_1438	6	6	0.88125000	285	0.88161994	0.00036994	9
orthogroup_1644	orthogroup_1430	1	10	0.02397260	8	0.02397260	0.00000000	9
orthogroup_1644	orthogroup_1430	2	10	0.11301370	34	0.11301370	0.00000000	9
orthogroup_1644	orthogroup_1430	3	10	0.21917808	65	0.21917808	0.00000000	9
orthogroup_1644	orthogroup_1430	4	10	0.32191781	95	0.32191781	0.00000000	9
orthogroup_1644	orthogroup_1430	5	10	0.40753425	120	0.40753425	0.00000000	9
orthogroup_1644	orthogroup_1430	6	10	0.54109589	159	0.54109589	0.00000000	9
orthogroup_1644	orthogroup_1430	7	10	0.63356164	186	0.63356164	0.00000000	9
orthogroup_1644	orthogroup_1430	8	10	0.73287671	215	0.73287671	0.00000000	9
orthogroup_1644	orthogroup_1430	9	10	0.83219178	244	0.83219178	0.00000000	9
orthogroup_1644	orthogroup_1430	10	10	0.92123288	270	0.92123288	0.00000000	9
orthogroup_1651	orthogroup_854	1	16	0.00326797	1	0.00000000	0.00326797	10
orthogroup_1651	orthogroup_854	2	16	0.04575163	54	0.08646003	0.04070840	10
orthogroup_1651	orthogroup_854	3	16	0.13888889	87	0.13972463	0.00083574	10
orthogroup_1651	orthogroup_854	4	16	0.18790850	117	0.18846578	0.00055729	10
orthogroup_1651	orthogroup_854	5	16	0.22385621	155	0.23720693	0.01335072	10
orthogroup_1651	orthogroup_854	6	16	0.28594771	185	0.28594808	0.00000037	10
orthogroup_1651	orthogroup_854	7	16	0.35457516	232	0.35510161	0.00052645	10
orthogroup_1651	orthogroup_854	8	16	0.41489339	271	0.41550981	0.00061643	10
orthogroup_1651	orthogroup_854	9	16	0.45915033	298	0.45959148	0.00044115	10
orthogroup_1651	orthogroup_854	10	16	0.50326797	327	0.50040783	0.00286014	10
orthogroup_1651	orthogroup_854	11	16	0.55228758	359	0.55265276	0.00036518	10
orthogroup_1651	orthogroup_854	12	16	0.61437908	397	0.61469362	0.00031454	10
orthogroup_1651	orthogroup_854	13	16	0.67483660	434	0.67510182	0.00026522	10
orthogroup_1651	orthogroup_854	14	16	0.74183007	475	0.74204064	0.00021058	10
orthogroup_1651	orthogroup_854	15	16	0.80228758	512	0.80244885	0.00016127	10
orthogroup_1651	orthogroup_854	16	16	0.96732026	613	0.96734692	0.00002666	10
orthogroup_1663	orthogroup_951	1	13	0.00829876	5	0.00829876	0.00000000	9
orthogroup_1663	orthogroup_951	2	13	0.09128631	45	0.09128631	0.00000000	9
orthogroup_1663	orthogroup_951	3	13	0.15560166	76	0.15560166	0.00000000	9
orthogroup_1663	orthogroup_951	4	13	0.25933610	133	0.25933610	0.00000000	9
orthogroup_1663	orthogroup_951	5	13	0.33195021	168	0.33195021	0.00000000	9
orthogroup_1663	orthogroup_951	6	13	0.37551867	190	0.37551867	0.00000000	9
orthogroup_1663	orthogroup_951	7	13	0.49377593	249	0.49377593	0.00000000	9
orthogroup_1663	orthogroup_951	8	13	0.56224066	282	0.56224066	0.00000000	9
orthogroup_1663	orthogroup_951	9	13	0.66666667	332	0.66597510	0.00069156	9
orthogroup_1663	orthogroup_951	10	13	0.76348548	379	0.76348548	0.00000000	9
orthogroup_1663	orthogroup_951	11	13	0.81120332	402	0.81120332	0.00000000	9
orthogroup_1663	orthogroup_951	12	13	0.88174274	436	0.88174274	0.00000000	9
orthogroup_1663	orthogroup_951	13	13	0.92946058	459	0.92946058	0.00000000	9
orthogroup_1685	orthogroup_837	1	9	0.03570891	21	0.03436426	0.00134465	10
orthogroup_1685	orthogroup_837	2	9	0.12606510	48	0.12714777	0.00108266	10
orthogroup_1685	orthogroup_837	3	9	0.28279469	93	0.28178694	0.00100775	10
orthogroup_1685	orthogroup_837	4	9	0.36162804	116	0.36082474	0.00080330	10
orthogroup_1685	orthogroup_837	5	9	0.45840540	144	0.45704467	0.00136072	10
orthogroup_1685	orthogroup_837	6	9	0.54499020	170	0.54639175	0.00140155	10
orthogroup_1685	orthogroup_837	7	9	0.70458319	217	0.70446735	0.00011584	10
orthogroup_1685	orthogroup_837	8	9	0.78607748	241	0.78694158	0.00086410	10
orthogroup_1685	orthogroup_837	9	9	0.89134094	271	0.89003436	0.00130658	10
orthogroup_1687	orthogroup_1139	1	10	0.04477612	17	0.04518072	0.00040460	8
orthogroup_1687	orthogroup_1139	2	10	0.15522388	54	0.15662651	0.00140263	8
orthogroup_1687	orthogroup_1139	3	10	0.22388060	76	0.22289157	0.00098903	8
orthogroup_1687	orthogroup_1139	4	10	0.31641791	107	0.31626506	0.00015285	8
orthogroup_1687	orthogroup_1139	5	10	0.41194030	139	0.41265060	0.00071030	8
orthogroup_1687	orthogroup_1139	6	10	0.55820896	187	0.55722892	0.00098004	8
orthogroup_1687	orthogroup_1139	7	10	0.69253731	232	0.69277108	0.00023377	8
orthogroup_1687	orthogroup_1139	8	10	0.79701493	267	0.79819277	0.00117785	8
orthogroup_1687	orthogroup_1139	9	10	0.85373134	287	0.85240964	0.00132170	8
orthogroup_1687	orthogroup_1139	10	10	0.93731343	315	0.93674699	0.00056644	8
orthogroup_1689	orthogroup_823	1	8	0.03086420	17	0.03086420	0.00000000	10
orthogroup_1689	orthogroup_823	2	8	0.24691358	88	0.24691358	0.00000000	10
orthogroup_1689	orthogroup_823	3	8	0.34876543	122	0.34876543	0.00000000	10
orthogroup_1689	orthogroup_823	4	8	0.46296296	160	0.46296296	0.00000000	10
orthogroup_1689	orthogroup_823	5	8	0.58024691	198	0.58024691	0.00000000	10
orthogroup_1689	orthogroup_823	6	8	0.72222222	245	0.72222222	0.00000000	10
orthogroup_1689	orthogroup_823	7	8	0.82407407	281	0.82407407	0.00000000	10
orthogroup_1689	orthogroup_823	8	8	0.93518519	318	0.92901235	0.00617284	10
orthogroup_1696	orthogroup_859	1	10	0.03252033	13	0.03269755	0.00017722	9
orthogroup_1696	orthogroup_859	2	10	0.08943089	34	0.08991826	0.00048736	9
orthogroup_1696	orthogroup_859	3	10	0.17344173	65	0.17213115	0.00131059	9
orthogroup_1696	orthogroup_859	4	10	0.43089431	160	0.43169399	0.00079968	9
orthogroup_1696	orthogroup_859	5	10	0.57994580	214	0.57923497	0.00071083	9
orthogroup_1696	orthogroup_859	6	10	0.65582656	242	0.65573770	0.00008885	9
orthogroup_1696	orthogroup_859	7	10	0.70189702	260	0.70218579	0.00028877	9
orthogroup_1696	orthogroup_859	8	10	0.75067751	278	0.75136612	0.00068861	9
orthogroup_1696	orthogroup_859	9	10	0.82972973	307	0.83060109	0.00087136	9
orthogroup_1696	orthogroup_859	10	10	0.87533875	323	0.87431694	0.00102181	9
orthogroup_1701	orthogroup_1261	1	4	0.04651163	10	0.04687500	0.00036337	9
orthogroup_1701	orthogroup_1261	2	4	0.35658915	50	0.35937500	0.00278585	9
orthogroup_1701	orthogroup_1261	3	4	0.54263566	73	0.53906250	0.00357316	9
orthogroup_1701	orthogroup_1261	4	4	0.75968992	101	0.75781250	0.00187742	9
orthogroup_1723	orthogroup_795	1	5	0.11926606	71	0.11926606	0.00000000	10
orthogroup_1723	orthogroup_795	2	5	0.23853211	97	0.23853211	0.00000000	10
orthogroup_1723	orthogroup_795	3	5	0.33027523	117	0.33027523	0.00000000	10
orthogroup_1723	orthogroup_795	4	5	0.71100917	200	0.71100917	0.00000000	10
orthogroup_1723	orthogroup_795	5	5	0.85779817	232	0.85779817	0.00000000	10
orthogroup_1733	orthogroup_5	1	12	0.01367188	15	0.01338432	0.00028755	9
orthogroup_1733	orthogroup_5	2	12	0.32910156	419	0.32901135	0.00009022	9
orthogroup_1733	orthogroup_5	3	12	0.35058594	449	0.35086042	0.00027448	9
orthogroup_1733	orthogroup_5	4	12	0.37890625	478	0.37858509	0.00032116	9
orthogroup_1733	orthogroup_5	5	12	0.42146341	554	0.42145594	0.00000748	9
orthogroup_1733	orthogroup_5	6	12	0.45214844	586	0.45210728	0.00004116	9
orthogroup_1733	orthogroup_5	7	12	0.51464844	652	0.51434034	0.00030809	9
orthogroup_1733	orthogroup_5	8	12	0.83203125	1080	0.83173996	0.00029129	9
orthogroup_1733	orthogroup_5	9	12	0.85449219	1104	0.85468451	0.00019232	9
orthogroup_1733	orthogroup_5	10	12	0.88333333	1134	0.88336520	0.00003187	9
orthogroup_1733	orthogroup_5	11	12	0.93554688	1189	0.93594646	0.00039959	9
orthogroup_1733	orthogroup_5	12	12	0.95996094	1214	0.95980861	0.00015233	9
