orthogroup	tmd_index	modal_tmd_count	species_total	species_with_feature	presence_fraction	median_distance_start	mean_distance_start	sd_distance_start	variance_distance_start
orthogroup_1554	4	6	8	0	0.000000				
orthogroup_1554	5	6	8	1	0.125000	0.000000	0.000000		
orthogroup_1554	6	6	8	2	0.250000	14.250000	14.250000	4.596194	21.125000
orthogroup_1557	1	12	8	2	0.250000	-11.750000	-11.750000	5.303301	28.125000
orthogroup_1557	2	12	8	0	0.000000				
orthogroup_1557	3	12	8	0	0.000000				
orthogroup_1557	4	12	8	3	0.375000	5.500000	5.333333	0.288675	0.083333
orthogroup_1557	5	12	8	2	0.250000	12.500000	12.500000	3.535534	12.500000
orthogroup_1557	6	12	8	0	0.000000				
orthogroup_1557	7	12	8	0	0.000000				
orthogroup_1557	8	12	8	0	0.000000				
orthogroup_1557	9	12	8	1	0.125000	-1.000000	-1.000000		
orthogroup_1557	10	12	8	1	0.125000	21.000000	21.000000		
orthogroup_1557	11	12	8	1	0.125000	2.000000	2.000000		
orthogroup_1557	12	12	8	0	0.000000				
orthogroup_156	1	9	8	6	0.750000	6.750000	5.583333	2.107526	4.441667
orthogroup_156	2	9	8	0	0.000000				
orthogroup_156	3	9	8	1	0.125000	9.000000	9.000000		
orthogroup_156	4	9	8	0	0.000000				
orthogroup_156	5	9	8	0	0.000000				
orthogroup_156	6	9	8	0	0.000000				
orthogroup_156	7	9	8	0	0.000000				
orthogroup_156	8	9	8	0	0.000000				
orthogroup_156	9	9	8	2	0.250000	25.000000	25.000000	4.242641	18.000000
orthogroup_1575	1	5	9	0	0.000000				
orthogroup_1575	2	5	9	2	0.222222	20.000000	20.000000	0.000000	0.000000
orthogroup_1575	3	5	9	0	0.000000				
orthogroup_1575	4	5	9	0	0.000000				
orthogroup_1575	5	5	9	0	0.000000				
orthogroup_1577	1	5	9	0	0.000000				
orthogroup_1577	2	5	9	0	0.000000				
orthogroup_1577	3	5	9	1	0.111111	-9.000000	-9.000000		
orthogroup_1577	4	5	9	1	0.111111	-11.000000	-11.000000		
orthogroup_1577	5	5	9	0	0.000000				
orthogroup_158	1	12	9	0	0.000000				
orthogroup_158	2	12	9	0	0.000000				
orthogroup_158	3	12	9	0	0.000000				
orthogroup_158	4	12	9	0	0.000000				
orthogroup_158	5	12	9	0	0.000000				
orthogroup_158	6	12	9	0	0.000000				
orthogroup_158	7	12	9	1	0.111111	28.000000	28.000000		
orthogroup_158	8	12	9	0	0.000000				
orthogroup_158	9	12	9	0	0.000000				
orthogroup_158	10	12	9	0	0.000000				
orthogroup_158	11	12	9	0	0.000000				
orthogroup_158	12	12	9	0	0.000000				
orthogroup_159	1	14	8	2	0.250000	11.000000	11.000000	0.000000	0.000000
orthogroup_159	2	14	8	0	0.000000				
orthogroup_159	3	14	8	1	0.125000	8.000000	8.000000		
orthogroup_159	4	14	8	2	0.250000	28.000000	28.000000	0.000000	0.000000
orthogroup_159	5	14	8	0	0.000000				
orthogroup_159	6	14	8	0	0.000000				
orthogroup_159	7	14	8	3	0.375000	4.000000	3.666667	0.577350	0.333333
orthogroup_159	8	14	8	0	0.000000				
orthogroup_159	9	14	8	0	0.000000				
orthogroup_159	10	14	8	0	0.000000				
orthogroup_159	11	14	8	0	0.000000				
orthogroup_159	12	14	8	1	0.125000	14.000000	14.000000		
orthogroup_159	13	14	8	0	0.000000				
orthogroup_159	14	14	8	2	0.250000	11.000000	11.000000	15.556349	242.000000
orthogroup_1592	1	4	7	4	0.571429	-19.000000	-19.000000	0.000000	0.000000
orthogroup_1592	2	4	7	0	0.000000				
orthogroup_1592	3	4	7	1	0.142857	1.000000	1.000000		
orthogroup_1592	4	4	7	2	0.285714	85.500000	85.500000	30.405592	924.500000
orthogroup_1596	1	6	9	0	0.000000				
orthogroup_1596	2	6	9	2	0.222222	1.000000	1.000000	0.000000	0.000000
orthogroup_1596	3	6	9	0	0.000000				
orthogroup_1596	4	6	9	0	0.000000				
orthogroup_1596	5	6	9	0	0.000000				
orthogroup_1596	6	6	9	0	0.000000				
orthogroup_1619	1	6	9	0	0.000000				
orthogroup_1619	2	6	9	2	0.222222	1.000000	1.000000	0.000000	0.000000
orthogroup_1619	3	6	9	1	0.111111	16.000000	16.000000		
orthogroup_1619	4	6	9	0	0.000000				
orthogroup_1619	5	6	9	1	0.111111	4.000000	4.000000		
orthogroup_1619	6	6	9	1	0.111111	3.500000	3.500000		
orthogroup_1627	1	12	9	1	0.111111	17.000000	17.000000		
orthogroup_1627	2	12	9	0	0.000000				
orthogroup_1627	3	12	9	0	0.000000				
orthogroup_1627	4	12	9	2	0.222222	19.000000	19.000000	0.000000	0.000000
orthogroup_1627	5	12	9	2	0.222222	-3.000000	-3.000000	0.000000	0.000000
orthogroup_1627	6	12	9	0	0.000000				
orthogroup_1627	7	12	9	2	0.222222	11.500000	11.500000	2.121320	4.500000
orthogroup_1627	8	12	9	0	0.000000				
orthogroup_1627	9	12	9	0	0.000000				
orthogroup_1627	10	12	9	0	0.000000				
orthogroup_1627	11	12	9	0	0.000000				
orthogroup_1627	12	12	9	1	0.111111	7.000000	7.000000		
orthogroup_1636	1	6	10	1	0.100000	-22.000000	-22.000000		
orthogroup_1636	2	6	10	1	0.100000	39.000000	39.000000		
orthogroup_1636	3	6	10	1	0.100000	11.000000	11.000000		
orthogroup_1636	4	6	10	0	0.000000				
orthogroup_1636	5	6	10	0	0.000000				
orthogroup_1636	6	6	10	6	0.600000	131.500000	126.583333	86.022332	7399.841667
orthogroup_1640	1	13	7	1	0.142857	-2.000000	-2.000000		
orthogroup_1640	2	13	7	1	0.142857	19.000000	19.000000		
orthogroup_1640	3	13	7	0	0.000000				
orthogroup_1640	4	13	7	0	0.000000				
orthogroup_1640	5	13	7	0	0.000000				
orthogroup_1640	6	13	7	0	0.000000				
orthogroup_1640	7	13	7	0	0.000000				
orthogroup_1640	8	13	7	0	0.000000				
orthogroup_1640	9	13	7	0	0.000000				
orthogroup_1640	10	13	7	0	0.000000				
orthogroup_1640	11	13	7	1	0.142857	23.500000	23.500000		
orthogroup_1640	12	13	7	0	0.000000				
orthogroup_1640	13	13	7	2	0.285714	110.000000	110.000000	21.213203	450.000000
orthogroup_1642	1	6	8	2	0.250000	2.000000	2.000000	0.000000	0.000000
orthogroup_1642	2	6	8	0	0.000000				
orthogroup_1642	3	6	8	0	0.000000				
orthogroup_1642	4	6	8	2	0.250000	6.000000	6.000000	0.000000	0.000000
orthogroup_1642	5	6	8	0	0.000000				
orthogroup_1642	6	6	8	0	0.000000				
orthogroup_1644	1	10	9	0	0.000000				
orthogroup_1644	2	10	9	1	0.111111	12.500000	12.500000		
orthogroup_1644	3	10	9	0	0.000000				
orthogroup_1644	4	10	9	0	0.000000				
orthogroup_1644	5	10	9	4	0.444444	6.000000	5.875000	0.629153	0.395833
orthogroup_1644	6	10	9	0	0.000000				
orthogroup_1644	7	10	9	1	0.111111	6.500000	6.500000		
orthogroup_1644	8	10	9	0	0.000000				
orthogroup_1644	9	10	9	1	0.111111	18.500000	18.500000		
orthogroup_1644	10	10	9	0	0.000000				
orthogroup_1645	1	4	8	1	0.125000	-0.500000	-0.500000		
orthogroup_1645	2	4	8	1	0.125000	11.000000	11.000000		
orthogroup_1645	3	4	8	1	0.125000	13.000000	13.000000		
orthogroup_1645	4	4	8	0	0.000000				
orthogroup_1651	1	16	10	1	0.100000	7.500000	7.500000		
orthogroup_1651	2	16	10	0	0.000000				
orthogroup_1651	3	16	10	0	0.000000				
orthogroup_1651	4	16	10	0	0.000000				
orthogroup_1651	5	16	10	1	0.100000	1.000000	1.000000		
orthogroup_1651	6	16	10	0	0.000000				
orthogroup_1651	7	16	10	0	0.000000				
orthogroup_1651	8	16	10	0	0.000000				
orthogroup_1651	9	16	10	0	0.000000				
orthogroup_1651	10	16	10	0	0.000000				
orthogroup_1651	11	16	10	0	0.000000				
orthogroup_1651	12	16	10	0	0.000000				
orthogroup_1651	13	16	10	1	0.100000	8.000000	8.000000		
orthogroup_1651	14	16	10	0	0.000000				
orthogroup_1651	15	16	10	0	0.000000				
orthogroup_1651	16	16	10	1	0.100000	-43.000000	-43.000000		
orthogroup_1663	1	13	9	0	0.000000				
orthogroup_1663	2	13	9	0	0.000000				
orthogroup_1663	3	13	9	1	0.111111	14.000000	14.000000		
orthogroup_1663	4	13	9	0	0.000000				
orthogroup_1663	5	13	9	1	0.111111	3.000000	3.000000		
orthogroup_1663	6	13	9	0	0.000000				
orthogroup_1663	7	13	9	0	0.000000				
orthogroup_1663	8	13	9	0	0.000000				
orthogroup_1663	9	13	9	0	0.000000				
orthogroup_1663	10	13	9	1	0.111111	-0.500000	-0.500000		
orthogroup_1663	11	13	9	0	0.000000				
orthogroup_1663	12	13	9	0	0.000000				
orthogroup_1663	13	13	9	6	0.666667	10.000000	15.166667	10.628578	112.966667
orthogroup_1685	1	9	10	0	0.000000				
orthogroup_1685	2	9	10	1	0.100000	5.500000	5.500000		
orthogroup_1685	3	9	10	0	0.000000				
orthogroup_1685	4	9	10	0	0.000000				
orthogroup_1685	5	9	10	0	0.000000				
orthogroup_1685	6	9	10	0	0.000000				
orthogroup_1685	7	9	10	0	0.000000				
orthogroup_1685	8	9	10	0	0.000000				
orthogroup_1685	9	9	10	0	0.000000				
orthogroup_1687	1	10	8	1	0.125000	7.500000	7.500000		
orthogroup_1687	2	10	8	0	0.000000				
orthogroup_1687	3	10	8	1	0.125000	10.000000	10.000000		
orthogroup_1687	4	10	8	0	0.000000				
orthogroup_1687	5	10	8	0	0.000000				
orthogroup_1687	6	10	8	0	0.000000				
orthogroup_1687	7	10	8	0	0.000000				
orthogroup_1687	8	10	8	0	0.000000				
orthogroup_1687	9	10	8	0	0.000000				
orthogroup_1687	10	10	8	0	0.000000				
orthogroup_1689	1	8	9	0	0.000000				
orthogroup_1689	2	8	9	0	0.000000				
orthogroup_1689	3	8	9	0	0.000000				
orthogroup_1689	4	8	9	0	0.000000				
orthogroup_1689	5	8	9	0	0.000000				
orthogroup_1689	6	8	9	0	0.000000				
orthogroup_1689	7	8	9	1	0.111111	-2.000000	-2.000000		
orthogroup_1689	8	8	9	2	0.222222	10.000000	10.000000	0.000000	0.000000
orthogroup_1696	1	10	9	0	0.000000				
orthogroup_1696	2	10	9	0	0.000000				
orthogroup_1696	3	10	9	0	0.000000				
orthogroup_1696	4	10	9	0	0.000000				
orthogroup_1696	5	10	9	1	0.111111	13.000000	13.000000		
orthogroup_1696	6	10	9	0	0.000000				
orthogroup_1696	7	10	9	0	0.000000				
orthogroup_1696	8	10	9	1	0.111111	1.500000	1.500000		
orthogroup_1696	9	10	9	1	0.111111	10.000000	10.000000		
orthogroup_1696	10	10	9	0	0.000000				
orthogroup_1701	1	4	8	1	0.125000	3.000000	3.000000		
orthogroup_1701	2	4	8	0	0.000000				
orthogroup_1701	3	4	8	1	0.125000	14.000000	14.000000		
orthogroup_1701	4	4	8	0	0.000000				
orthogroup_1723	1	5	10	0	0.000000				
orthogroup_1723	2	5	10	0	0.000000				
orthogroup_1723	3	5	10	0	0.000000				
orthogroup_1723	4	5	10	0	0.000000				
orthogroup_1723	5	5	10	1	0.100000	13.000000	13.000000		
orthogroup_1733	1	12	9	3	0.333333	60.000000	60.000000	44.000000	1936.000000
orthogroup_1733	2	12	9	1	0.111111	-102.000000	-102.000000		
orthogroup_1733	3	12	9	0	0.000000				
orthogroup_1733	4	12	9	0	0.000000				
orthogroup_1733	5	12	9	2	0.222222	20.500000	20.500000	4.949747	24.500000
orthogroup_1733	6	12	9	1	0.111111	-6.000000	-6.000000		
orthogroup_1733	7	12	9	0	0.000000				
orthogroup_1733	8	12	9	0	0.000000				
orthogroup_1733	9	12	9	0	0.000000				
orthogroup_1733	10	12	9	0	0.000000				
orthogroup_1733	11	12	9	0	0.000000				
orthogroup_1733	12	12	9	0	0.000000				
orthogroup_174	1	6	8	0	0.000000				
orthogroup_174	2	6	8	0	0.000000				
orthogroup_174	3	6	8	0	0.000000				
orthogroup_174	4	6	8	0	0.000000				
orthogroup_174	5	6	8	2	0.250000	6.500000	6.500000	3.535534	12.500000
orthogroup_174	6	6	8	0	0.000000				
orthogroup_1742	1	4	9	0	0.000000				
orthogroup_1742	2	4	9	4	0.444444	63.000000	70.500000	40.812580	1665.666667
orthogroup_1742	3	4	9	3	0.333333	-95.000000	-95.333333	30.501366	930.333333
orthogroup_1742	4	4	9	2	0.222222	2.000000	2.000000	19.798990	392.000000
orthogroup_1769	1	12	9	0	0.000000				
orthogroup_1769	2	12	9	0	0.000000				
orthogroup_1769	3	12	9	1	0.111111	2.000000	2.000000		
orthogroup_1769	4	12	9	0	0.000000				
orthogroup_1769	5	12	9	0	0.000000				
orthogroup_1769	6	12	9	0	0.000000				
orthogroup_1769	7	12	9	0	0.000000				
orthogroup_1769	8	12	9	1	0.111111	17.000000	17.000000		
orthogroup_1769	9	12	9	1	0.111111	2.000000	2.000000		
orthogroup_1769	10	12	9	0	0.000000				
orthogroup_1769	11	12	9	0	0.000000				
orthogroup_1769	12	12	9	0	0.000000				
orthogroup_1773	1	6	8	1	0.125000	-1.000000	-1.000000		
orthogroup_1773	2	6	8	0	0.000000				
orthogroup_1773	3	6	8	0	0.000000				
orthogroup_1773	4	6	8	0	0.000000				
orthogroup_1773	5	6	8	0	0.000000				
orthogroup_1773	6	6	8	0	0.000000				
orthogroup_1779	1	7	8	0	0.000000				
orthogroup_1779	2	7	8	0	0.000000				
orthogroup_1779	3	7	8	0	0.000000				
orthogroup_1779	4	7	8	1	0.125000	16.000000	16.000000		
orthogroup_1779	5	7	8	2	0.250000	-74.000000	-74.000000	53.740115	2888.000000
orthogroup_1779	6	7	8	0	0.000000				
orthogroup_1779	7	7	8	1	0.125000	24.000000	24.000000		
orthogroup_178	1	12	10	0	0.000000				
orthogroup_178	2	12	10	0	0.000000				
orthogroup_178	3	12	10	0	0.000000				
orthogroup_178	4	12	10	0	0.000000				
orthogroup_178	5	12	10	0	0.000000				
orthogroup_178	6	12	10	1	0.100000	11.000000	11.000000		
orthogroup_178	7	12	10	1	0.100000	9.000000	9.000000		
orthogroup_178	8	12	10	0	0.000000				
orthogroup_178	9	12	10	1	0.100000	6.000000	6.000000		
orthogroup_178	10	12	10	0	0.000000				
orthogroup_178	11	12	10	0	0.000000				
orthogroup_178	12	12	10	1	0.100000	24.000000	24.000000		
orthogroup_1783	1	6	8	2	0.250000	5.000000	5.000000	1.414214	2.000000
orthogroup_1783	2	6	8	0	0.000000				
orthogroup_1783	3	6	8	0	0.000000				
orthogroup_1783	4	6	8	0	0.000000				
orthogroup_1783	5	6	8	0	0.000000				
orthogroup_1783	6	6	8	0	0.000000				
orthogroup_1784	1	12	8	3	0.375000	48.000000	37.333333	51.829850	2686.333333
orthogroup_1784	2	12	8	0	0.000000				
orthogroup_1784	3	12	8	0	0.000000				
orthogroup_1784	4	12	8	0	0.000000				
orthogroup_1784	5	12	8	0	0.000000				
orthogroup_1784	6	12	8	0	0.000000				
orthogroup_1784	7	12	8	1	0.125000	1.000000	1.000000		
orthogroup_1784	8	12	8	0	0.000000				
orthogroup_1784	9	12	8	0	0.000000				
orthogroup_1784	10	12	8	0	0.000000				
orthogroup_1784	11	12	8	1	0.125000	12.000000	12.000000		
orthogroup_1784	12	12	8	0	0.000000				
orthogroup_1788	1	9	8	0	0.000000				
orthogroup_1788	2	9	8	1	0.125000	18.000000	18.000000		
orthogroup_1788	3	9	8	0	0.000000				
orthogroup_1788	4	9	8	0	0.000000				
orthogroup_1788	5	9	8	0	0.000000				
orthogroup_1788	6	9	8	1	0.125000	1.000000	1.000000		
orthogroup_1788	7	9	8	0	0.000000				
orthogroup_1788	8	9	8	0	0.000000				
orthogroup_1788	9	9	8	0	0.000000				
orthogroup_1798	1	4	8	0	0.000000				
orthogroup_1798	2	4	8	0	0.000000				
orthogroup_1798	3	4	8	0	0.000000				
orthogroup_1798	4	4	8	1	0.125000	0.000000	0.000000		
orthogroup_1799	1	12	9	1	0.111111	-5.000000	-5.000000		
orthogroup_1799	2	12	9	0	0.000000				
orthogroup_1799	3	12	9	2	0.222222	2.000000	2.000000	4.242641	18.000000
orthogroup_1799	4	12	9	0	0.000000				
orthogroup_1799	5	12	9	0	0.000000				
orthogroup_1799	6	12	9	1	0.111111	11.500000	11.500000		
orthogroup_1799	7	12	9	1	0.111111	2.000000	2.000000		
orthogroup_1799	8	12	9	0	0.000000				
orthogroup_1799	9	12	9	1	0.111111	20.000000	20.000000		
orthogroup_1799	10	12	9	1	0.111111	0.500000	0.500000		
orthogroup_1799	11	12	9	0	0.000000				
orthogroup_1799	12	12	9	1	0.111111	27.000000	27.000000		
orthogroup_1804	1	8	8	0	0.000000				
orthogroup_1804	2	8	8	1	0.125000	21.000000	21.000000		
orthogroup_1804	3	8	8	0	0.000000				
orthogroup_1804	4	8	8	1	0.125000	0.000000	0.000000		
orthogroup_1804	5	8	8	1	0.125000	-4.000000	-4.000000		
orthogroup_1804	6	8	8	2	0.250000	17.000000	17.000000	11.313708	128.000000
orthogroup_1804	7	8	8	4	0.500000	1.750000	2.125000	0.946485	0.895833
orthogroup_1804	8	8	8	0	0.000000				
orthogroup_1808	1	4	8	3	0.375000	-100.000000	-152.666667	181.814008	33056.333333
orthogroup_1808	2	4	8	0	0.000000				
orthogroup_1808	3	4	8	0	0.000000				
orthogroup_1808	4	4	8	2	0.250000	209.000000	209.000000	188.090404	35378.000000
orthogroup_1811	1	13	8	2	0.250000	5.750000	5.750000	5.303301	28.125000
orthogroup_1811	2	13	8	1	0.125000	15.000000	15.000000		
orthogroup_1811	3	13	8	5	0.625000	14.000000	32.400000	34.364589	1180.925000
orthogroup_1811	4	13	8	3	0.375000	14.000000	14.666667	2.081666	4.333333
orthogroup_1811	5	13	8	0	0.000000				
orthogroup_1811	6	13	8	1	0.125000	9.000000	9.000000		
orthogroup_1811	7	13	8	0	0.000000				
orthogroup_1811	8	13	8	1	0.125000	19.000000	19.000000		
orthogroup_1811	9	13	8	1	0.125000	17.000000	17.000000		
orthogroup_1811	10	13	8	0	0.000000				
orthogroup_1811	11	13	8	1	0.125000	20.000000	20.000000		
orthogroup_1811	12	13	8	2	0.250000	6.500000	6.500000	0.707107	0.500000
orthogroup_1811	13	13	8	5	0.625000	21.000000	65.400000	100.365831	10073.300000
orthogroup_1819	1	13	8	2	0.250000	14.000000	14.000000	0.000000	0.000000
orthogroup_1819	2	13	8	1	0.125000	-16.000000	-16.000000		
orthogroup_1819	3	13	8	0	0.000000				
orthogroup_1819	4	13	8	1	0.125000	15.000000	15.000000		
orthogroup_1819	5	13	8	0	0.000000				
orthogroup_1819	6	13	8	0	0.000000				
orthogroup_1819	7	13	8	0	0.000000				
orthogroup_1819	8	13	8	0	0.000000				
orthogroup_1819	9	13	8	0	0.000000				
orthogroup_1819	10	13	8	0	0.000000				
orthogroup_1819	11	13	8	0	0.000000				
orthogroup_1819	12	13	8	0	0.000000				
orthogroup_1819	13	13	8	0	0.000000				
orthogroup_1826	1	12	8	0	0.000000				
orthogroup_1826	2	12	8	0	0.000000				
orthogroup_1826	3	12	8	0	0.000000				
orthogroup_1826	4	12	8	0	0.000000				
orthogroup_1826	5	12	8	0	0.000000				
orthogroup_1826	6	12	8	0	0.000000				
orthogroup_1826	7	12	8	0	0.000000				
orthogroup_1826	8	12	8	0	0.000000				
orthogroup_1826	9	12	8	1	0.125000	8.000000	8.000000		
orthogroup_1826	10	12	8	1	0.125000	20.000000	20.000000		
orthogroup_1826	11	12	8	0	0.000000				
orthogroup_1826	12	12	8	0	0.000000				
orthogroup_1830	1	15	8	0	0.000000				
orthogroup_1830	2	15	8	0	0.000000				
orthogroup_1830	3	15	8	0	0.000000				
orthogroup_1830	4	15	8	0	0.000000				
orthogroup_1830	5	15	8	0	0.000000				
orthogroup_1830	6	15	8	1	0.125000	21.000000	21.000000		
orthogroup_1830	7	15	8	0	0.000000				
orthogroup_1830	8	15	8	0	0.000000				
orthogroup_1830	9	15	8	0	0.000000				
orthogroup_1830	10	15	8	0	0.000000				
orthogroup_1830	11	15	8	0	0.000000				
orthogroup_1830	12	15	8	0	0.000000				
orthogroup_1830	13	15	8	1	0.125000	51.000000	51.000000		
orthogroup_1830	14	15	8	0	0.000000				
orthogroup_1830	15	15	8	0	0.000000				
orthogroup_1831	1	10	8	0	0.000000				
orthogroup_1831	2	10	8	2	0.250000	-9.500000	-9.500000	27.577164	760.500000
orthogroup_1831	3	10	8	1	0.125000	-2.500000	-2.500000		
orthogroup_1831	4	10	8	1	0.125000	24.000000	24.000000		
orthogroup_1831	5	10	8	0	0.000000				
orthogroup_1831	6	10	8	2	0.250000	19.500000	19.500000	6.363961	40.500000
orthogroup_1831	7	10	8	0	0.000000				
orthogroup_1831	8	10	8	2	0.250000	-39.500000	-39.500000	77.074639	5940.500000
orthogroup_1831	9	10	8	1	0.125000	-15.000000	-15.000000		
orthogroup_1831	10	10	8	3	0.375000	11.000000	11.000000	0.000000	0.000000
orthogroup_188	1	7	8	2	0.250000	-12.000000	-12.000000	0.000000	0.000000
orthogroup_188	2	7	8	0	0.000000				
orthogroup_188	3	7	8	0	0.000000				
orthogroup_188	4	7	8	0	0.000000				
orthogroup_188	5	7	8	0	0.000000				
orthogroup_188	6	7	8	0	0.000000				
orthogroup_188	7	7	8	0	0.000000				
orthogroup_195	1	12	8	4	0.500000	-22.000000	-23.500000	3.000000	9.000000
orthogroup_195	2	12	8	0	0.000000				
orthogroup_195	3	12	8	0	0.000000				
orthogroup_195	4	12	8	0	0.000000				
orthogroup_195	5	12	8	0	0.000000				
orthogroup_195	6	12	8	0	0.000000				
orthogroup_195	7	12	8	0	0.000000				
orthogroup_195	8	12	8	0	0.000000				
orthogroup_195	9	12	8	0	0.000000				
orthogroup_195	10	12	8	0	0.000000				
orthogroup_195	11	12	8	0	0.000000				
orthogroup_195	12	12	8	0	0.000000				
orthogroup_2	1	3	9	5	0.555556	-84.000000	-90.900000	43.353777	1879.550000
orthogroup_2	2	3	9	2	0.222222	29.000000	29.000000	15.556349	242.000000
orthogroup_2	3	3	9	2	0.222222	-30.500000	-30.500000	2.121320	4.500000
orthogroup_203	1	13	10	3	0.300000	-24.000000	-24.000000	0.000000	0.000000
orthogroup_203	2	13	10	0	0.000000				
orthogroup_203	3	13	10	0	0.000000				
orthogroup_203	4	13	10	0	0.000000				
orthogroup_203	5	13	10	0	0.000000				
orthogroup_203	6	13	10	0	0.000000				
orthogroup_203	7	13	10	1	0.100000	-6.500000	-6.500000		
orthogroup_203	8	13	10	0	0.000000				
orthogroup_203	9	13	10	0	0.000000				
orthogroup_203	10	13	10	0	0.000000				
orthogroup_203	11	13	10	0	0.000000				
orthogroup_203	12	13	10	0	0.000000				
orthogroup_203	13	13	10	0	0.000000				
orthogroup_204	1	8	8	1	0.125000	-87.000000	-87.000000		
orthogroup_204	2	8	8	1	0.125000	-2.000000	-2.000000		
orthogroup_204	3	8	8	0	0.000000				
orthogroup_204	4	8	8	0	0.000000				
orthogroup_204	5	8	8	0	0.000000				
orthogroup_204	6	8	8	0	0.000000				
orthogroup_204	7	8	8	0	0.000000				
orthogroup_204	8	8	8	3	0.375000	105.000000	98.333333	18.903263	357.333333
orthogroup_210	1	6	9	1	0.111111	1.000000	1.000000		
orthogroup_210	2	6	9	0	0.000000				
orthogroup_210	3	6	9	0	0.000000				
orthogroup_210	4	6	9	0	0.000000				
orthogroup_210	5	6	9	0	0.000000				
orthogroup_210	6	6	9	0	0.000000				
orthogroup_22	1	6	8	4	0.500000	-57.750000	-41.875000	35.342078	1249.062500
orthogroup_22	2	6	8	2	0.250000	14.250000	14.250000	15.909903	253.125000
orthogroup_22	3	6	8	0	0.000000				
orthogroup_22	4	6	8	0	0.000000				
orthogroup_22	5	6	8	0	0.000000				
orthogroup_22	6	6	8	0	0.000000				
orthogroup_23	1	6	8	1	0.125000	-1.000000	-1.000000		
orthogroup_23	2	6	8	3	0.375000	3.000000	3.000000	0.000000	0.000000
orthogroup_23	3	6	8	0	0.000000				
orthogroup_23	4	6	8	0	0.000000				
orthogroup_23	5	6	8	1	0.125000	-19.000000	-19.000000		
orthogroup_23	6	6	8	0	0.000000				
orthogroup_231	1	4	8	2	0.250000	16.500000	16.500000	6.363961	40.500000
orthogroup_231	2	4	8	4	0.500000	19.250000	18.000000	3.535534	12.500000
orthogroup_231	3	4	8	0	0.000000				
orthogroup_231	4	4	8	2	0.250000	28.500000	28.500000	4.949747	24.500000
orthogroup_233	1	12	8	2	0.250000	2.000000	2.000000	0.000000	0.000000
orthogroup_233	2	12	8	1	0.125000	4.000000	4.000000		
orthogroup_233	3	12	8	1	0.125000	12.000000	12.000000		
orthogroup_233	4	12	8	0	0.000000				
orthogroup_233	5	12	8	0	0.000000				
orthogroup_233	6	12	8	0	0.000000				
orthogroup_233	7	12	8	0	0.000000				
orthogroup_233	8	12	8	0	0.000000				
orthogroup_233	9	12	8	1	0.125000	2.000000	2.000000		
orthogroup_233	10	12	8	1	0.125000	5.500000	5.500000		
orthogroup_233	11	12	8	0	0.000000				
orthogroup_233	12	12	8	0	0.000000				
orthogroup_244	1	12	9	6	0.666667	8.000000	7.583333	0.664580	0.441667
orthogroup_244	2	12	9	0	0.000000				
orthogroup_244	3	12	9	0	0.000000				
orthogroup_244	4	12	9	0	0.000000				
orthogroup_244	5	12	9	0	0.000000				
orthogroup_244	6	12	9	0	0.000000				
orthogroup_244	7	12	9	1	0.111111	-3.000000	-3.000000		
orthogroup_244	8	12	9	0	0.000000				
orthogroup_244	9	12	9	0	0.000000				
orthogroup_244	10	12	9	0	0.000000				
orthogroup_244	11	12	9	0	0.000000				
orthogroup_244	12	12	9	0	0.000000				
orthogroup_25	1	5	9	0	0.000000				
orthogroup_25	2	5	9	0	0.000000				
orthogroup_25	3	5	9	0	0.000000				
orthogroup_25	4	5	9	0	0.000000				
orthogroup_25	5	5	9	0	0.000000				
orthogroup_260	1	4	8	1	0.125000	20.000000	20.000000		
orthogroup_260	2	4	8	0	0.000000				
orthogroup_260	3	4	8	2	0.250000	3.000000	3.000000	0.000000	0.000000
orthogroup_260	4	4	8	1	0.125000	7.000000	7.000000		
orthogroup_272	1	3	9	1	0.111111	-9.500000	-9.500000		
orthogroup_272	2	3	9	0	0.000000				
orthogroup_272	3	3	9	1	0.111111	21.000000	21.000000		
orthogroup_277	1	14	8	0	0.000000				
orthogroup_277	2	14	8	0	0.000000				
orthogroup_277	3	14	8	0	0.000000				
orthogroup_277	4	14	8	0	0.000000				
orthogroup_277	5	14	8	0	0.000000				
orthogroup_277	6	14	8	0	0.000000				
orthogroup_277	7	14	8	0	0.000000				
orthogroup_277	8	14	8	0	0.000000				
orthogroup_277	9	14	8	0	0.000000				
orthogroup_277	10	14	8	0	0.000000				
orthogroup_277	11	14	8	0	0.000000				
orthogroup_277	12	14	8	0	0.000000				
orthogroup_277	13	14	8	0	0.000000				
orthogroup_277	14	14	8	1	0.125000	38.000000	38.000000		
orthogroup_279	1	10	9	0	0.000000				
orthogroup_279	2	10	9	1	0.111111	15.000000	15.000000		
orthogroup_279	3	10	9	0	0.000000				
orthogroup_279	4	10	9	0	0.000000				
orthogroup_279	5	10	9	2	0.222222	3.500000	3.500000	0.707107	0.500000
orthogroup_279	6	10	9	0	0.000000				
orthogroup_279	7	10	9	1	0.111111	6.000000	6.000000		
orthogroup_279	8	10	9	0	0.000000				
orthogroup_279	9	10	9	0	0.000000				
orthogroup_279	10	10	9	2	0.222222	47.500000	47.500000	4.949747	24.500000
orthogroup_283	1	10	7	0	0.000000				
orthogroup_283	2	10	7	1	0.142857	-9.500000	-9.500000		
orthogroup_283	3	10	7	0	0.000000				
orthogroup_283	4	10	7	0	0.000000				
orthogroup_283	5	10	7	0	0.000000				
