orthogroup	genome	protein_id	start_codon	end_codon	length_codons	mean_relative_weight
orthogroup_159	GCF_000018045.1	WP_024130594.1	26	28	3	0.202175
orthogroup_159	GCF_000018045.1	WP_024130594.1	228	230	3	0.173765
orthogroup_159	GCF_000025565.1	WP_013095853.1	26	28	3	0.201291
orthogroup_159	GCF_000025565.1	WP_013095853.1	397	399	3	0.118822
orthogroup_159	GCF_000025565.1	WP_013095853.1	461	463	3	0.190614
orthogroup_159	GCF_000240185.1	YP_005225435.1	89	91	3	0.177531
orthogroup_159	GCF_000240185.1	YP_005225435.1	136	138	3	0.146739
orthogroup_1592	GCF_000005845.2	NP_416394.1	12	14	3	0.274660
orthogroup_1592	GCF_000006925.2	NP_707770.1	145	147	3	0.259154
orthogroup_1592	GCF_000006945.1	NP_460871.1	13	15	3	0.270649
orthogroup_1592	GCF_000006945.1	NP_460871.1	295	297	3	0.225518
orthogroup_1592	GCF_000018045.1	WP_012131975.1	13	15	3	0.246384
orthogroup_1592	GCF_000025565.1	WP_013096066.1	12	14	3	0.247797
orthogroup_1592	GCF_000069965.1	WP_004243547.1	253	255	3	0.203484
orthogroup_1592	GCF_000270125.2	WP_014605661.1	64	66	3	0.182270
orthogroup_1592	GCF_000270125.2	WP_014605661.1	199	201	3	0.208176
orthogroup_1596	GCF_000005845.2	NP_416149.1	41	43	3	0.242794
orthogroup_1596	GCF_000006925.2	NP_707532.1	41	43	3	0.258994
orthogroup_1619	GCF_000009065.1	WP_002210077.1	71	73	3	0.410999
orthogroup_1619	GCF_000018045.1	WP_012135383.1	108	110	3	0.164424
orthogroup_1619	GCF_000025565.1	WP_013098985.1	39	41	3	0.198700
orthogroup_1619	GCF_000240185.1	YP_005229088.1	39	41	3	0.136929
orthogroup_1619	GCF_000240185.1	YP_005229088.1	137	140	4	0.218761
orthogroup_1627	GCF_000005845.2	NP_414609.1	157	159	3	0.242961
orthogroup_1627	GCF_000005845.2	NP_414609.1	192	194	3	0.219409
orthogroup_1627	GCF_000006925.2	NP_706020.1	157	159	3	0.235294
orthogroup_1627	GCF_000006925.2	NP_706020.1	192	194	3	0.179136
orthogroup_1627	GCF_000006925.2	NP_706020.1	515	517	3	0.120941
orthogroup_1627	GCF_000018045.1	WP_012134101.1	301	303	3	0.174637
orthogroup_1627	GCF_000069965.1	WP_004245526.1	21	23	3	0.232348
orthogroup_1627	GCF_000270125.2	WP_014592897.1	301	303	3	0.088915
orthogroup_1636	GCF_000005845.2	NP_415407.1	438	440	3	0.263472
orthogroup_1636	GCF_000006945.1	NP_459933.1	330	332	3	0.250066
orthogroup_1636	GCF_000009065.1	WP_002217690.1	3	5	3	0.312771
orthogroup_1636	GCF_000009065.1	WP_002217690.1	104	106	3	0.337225
orthogroup_1636	GCF_000009065.1	WP_002217690.1	304	306	3	0.291002
orthogroup_1636	GCF_000009065.1	WP_002217690.1	404	406	3	0.318967
orthogroup_1636	GCF_000018045.1	WP_012133039.1	151	153	3	0.207859
orthogroup_1636	GCF_000018045.1	WP_012133039.1	506	508	3	0.180222
orthogroup_1636	GCF_000018045.1	WP_012133039.1	579	582	4	0.173575
orthogroup_1636	GCF_000270125.2	WP_014593310.1	506	509	4	0.146100
orthogroup_1636	GCF_000762985.1	WP_043408828.1	374	376	3	0.288376
orthogroup_1636	GCF_000762985.1	WP_043408828.1	417	419	3	0.118556
orthogroup_1636	GCF_000762985.1	WP_043408828.1	449	451	3	0.331812
orthogroup_1640	GCF_000005845.2	NP_415709.2	4	6	3	0.241685
orthogroup_1640	GCF_000005845.2	NP_415709.2	21	23	3	0.200943
orthogroup_1640	GCF_000005845.2	NP_415709.2	321	324	4	0.240080
orthogroup_1640	GCF_000006925.2	NP_707089.4	279	282	4	0.267966
orthogroup_1640	GCF_000270125.2	WP_019105126.1	459	461	3	0.189866
orthogroup_1640	GCF_000762985.1	WP_043404766.1	50	52	3	0.283642
orthogroup_1640	GCF_000762985.1	WP_043404766.1	485	487	3	0.203182
orthogroup_1642	GCF_000005845.2	NP_415809.1	10	12	3	0.256876
orthogroup_1642	GCF_000005845.2	NP_415809.1	184	186	3	0.208328
orthogroup_1642	GCF_000006925.2	NP_707202.1	10	12	3	0.242041
orthogroup_1642	GCF_000006925.2	NP_707202.1	184	186	3	0.217747
orthogroup_1642	GCF_000240185.1	YP_005226500.1	216	218	3	0.117582
orthogroup_1644	GCF_000005845.2	NP_415990.5	124	128	5	0.267576
orthogroup_1644	GCF_000006925.2	NP_707617.1	125	128	4	0.265398
orthogroup_1644	GCF_000006945.1	NP_460530.2	125	127	3	0.232560
orthogroup_1644	GCF_000018045.1	WP_012132385.1	45	48	4	0.182051
orthogroup_1644	GCF_000018045.1	WP_012132385.1	191	194	4	0.210976
orthogroup_1644	GCF_000025565.1	WP_044158438.1	124	126	3	0.199809
orthogroup_1644	GCF_000069965.1	WP_004245877.1	263	266	4	0.217169
orthogroup_1645	GCF_000018045.1	WP_024130346.1	4	7	4	0.187017
orthogroup_1645	GCF_000240185.1	YP_005226797.1	83	85	3	0.172617
orthogroup_1645	GCF_000270125.2	WP_028715174.1	42	44	3	0.210281
orthogroup_1651	GCF_000240185.1	YP_005228035.1	9	12	4	0.113411
orthogroup_1651	GCF_000762985.1	WP_043406977.1	139	141	3	0.440153
orthogroup_1651	GCF_000762985.1	WP_043406977.1	422	424	3	0.291203
orthogroup_1651	GCF_000762985.1	WP_043406977.1	566	568	3	0.299844
orthogroup_1663	GCF_000005845.2	NP_417724.4	456	458	3	0.135157
orthogroup_1663	GCF_000006925.2	NP_709053.2	456	458	3	0.134615
orthogroup_1663	GCF_000009065.1	WP_002210065.1	456	458	3	0.325831
orthogroup_1663	GCF_000018045.1	WP_024130996.1	460	462	3	0.198449
orthogroup_1663	GCF_000018045.1	WP_024130996.1	478	481	4	0.197542
orthogroup_1663	GCF_000025565.1	WP_013098994.1	474	476	3	0.259529
orthogroup_1663	GCF_000069965.1	WP_004245338.1	89	91	3	0.184929
orthogroup_1663	GCF_000069965.1	WP_004245338.1	162	164	3	0.248014
orthogroup_1663	GCF_000240185.1	YP_005229099.1	479	481	3	0.141051
orthogroup_1663	GCF_000270125.2	WP_019104914.1	366	369	4	0.162248
orthogroup_1685	GCF_000240185.1	YP_005225430.1	42	45	4	0.176156
orthogroup_1687	GCF_000005845.2	NP_416653.1	85	87	3	0.269761
orthogroup_1687	GCF_000025565.1	WP_013097952.1	22	25	4	0.169179
orthogroup_1689	GCF_000025565.1	WP_013098104.1	313	315	3	0.167407
orthogroup_1689	GCF_000240185.1	YP_005228039.1	265	267	3	0.139665
orthogroup_1689	GCF_000240185.1	YP_005228039.1	287	289	3	0.164502
orthogroup_1689	GCF_000240185.1	YP_005228039.1	313	315	3	0.139474
orthogroup_1689	GCF_000762985.1	WP_043406985.1	155	157	3	0.406849
orthogroup_1689	GCF_000762985.1	WP_043406985.1	406	408	3	0.156297
orthogroup_1696	GCF_000009065.1	WP_002211812.1	229	231	3	0.250740
orthogroup_1696	GCF_000009065.1	WP_002211812.1	280	283	4	0.300877
orthogroup_1696	GCF_000270125.2	WP_014605961.1	316	318	3	0.226015
orthogroup_1701	GCF_000069965.1	WP_012368850.1	84	86	3	0.243938
orthogroup_1701	GCF_000240185.1	YP_005228962.1	9	11	3	0.181530
orthogroup_1701	GCF_000240185.1	YP_005228962.1	22	24	3	0.169557
orthogroup_1723	GCF_000018045.1	WP_012131452.1	200	202	3	0.174067
orthogroup_1733	GCF_000006945.1	NP_461073.1	118	120	3	0.231138
orthogroup_1733	GCF_000006945.1	NP_461073.1	456	460	5	0.226210
orthogroup_1733	GCF_000018045.1	WP_012131682.1	30	32	3	0.193387
orthogroup_1733	GCF_000018045.1	WP_012131682.1	454	460	7	0.179942
orthogroup_1733	GCF_000069965.1	WP_004243447.1	449	451	3	0.209515
orthogroup_1733	GCF_000240185.1	YP_005227888.1	72	74	3	0.112131
orthogroup_1733	GCF_000270125.2	WP_028715330.1	235	237	3	0.185111
orthogroup_174	GCF_000240185.1	YP_005226359.1	120	122	3	0.181183
orthogroup_174	GCF_000270125.2	WP_022622414.1	116	118	3	0.209426
orthogroup_1742	GCF_000005845.2	NP_414718.1	285	287	3	0.269761
orthogroup_1742	GCF_000018045.1	WP_012133981.1	134	136	3	0.202175
orthogroup_1742	GCF_000025565.1	WP_013095658.1	253	255	3	0.195500
orthogroup_1742	GCF_000069965.1	WP_012368301.1	220	222	3	0.183937
orthogroup_1742	GCF_000069965.1	WP_012368301.1	315	317	3	0.264327
orthogroup_1742	GCF_000069965.1	WP_012368301.1	413	415	3	0.223222
orthogroup_1742	GCF_000240185.1	YP_005225223.1	142	144	3	0.194004
orthogroup_1742	GCF_000240185.1	YP_005225223.1	177	179	3	0.131000
orthogroup_1742	GCF_000240185.1	YP_005225223.1	441	443	3	0.145214
orthogroup_1742	GCF_000270125.2	WP_014592964.1	179	181	3	0.221815
orthogroup_1769	GCF_000018045.1	WP_012131142.1	276	278	3	0.184181
orthogroup_1769	GCF_000025565.1	WP_013099272.1	300	302	3	0.238108
orthogroup_1769	GCF_000069965.1	WP_012368703.1	87	89	3	0.248014
orthogroup_1773	GCF_000270125.2	WP_014592880.1	12	14	3	0.209426
orthogroup_1779	GCF_000009065.1	WP_002209651.1	557	559	3	0.369378
orthogroup_1779	GCF_000018045.1	WP_024130536.1	269	271	3	0.175530
orthogroup_1779	GCF_000025565.1	WP_044158784.1	475	477	3	0.190095
orthogroup_1779	GCF_000762985.1	WP_043404698.1	709	711	3	0.214727
orthogroup_178	GCF_000270125.2	WP_013026454.1	285	287	3	0.190034
orthogroup_178	GCF_000762985.1	WP_052428917.1	189	191	3	0.130584
orthogroup_178	GCF_000762985.1	WP_052428917.1	237	239	3	0.301486
orthogroup_178	GCF_000762985.1	WP_052428917.1	241	243	3	0.183946
orthogroup_178	GCF_000762985.1	WP_052428917.1	407	409	3	0.137216
orthogroup_1783	GCF_000018045.1	WP_012132050.1	8	10	3	0.199321
orthogroup_1783	GCF_000240185.1	YP_005227651.1	8	10	3	0.194894
orthogroup_1784	GCF_000005845.2	NP_416579.1	106	108	3	0.208902
orthogroup_1784	GCF_000006945.1	NP_461072.1	538	540	3	0.232308
orthogroup_1784	GCF_000006945.1	NP_461072.1	980	982	3	0.237134
orthogroup_1784	GCF_000009065.1	WP_002209793.1	69	71	3	0.480772
orthogroup_1784	GCF_000240185.1	YP_005227887.1	4	6	3	0.131993
orthogroup_1788	GCF_000005845.2	NP_416373.1	170	172	3	0.255539
orthogroup_1788	GCF_000240185.1	YP_005227695.1	50	52	3	0.101473
orthogroup_1798	GCF_000009065.1	WP_002228124.1	86	88	3	0.290914
orthogroup_1799	GCF_000005845.2	NP_418752.1	297	300	4	0.242236
orthogroup_1799	GCF_000006945.1	NP_463374.1	181	184	4	0.187722
orthogroup_1799	GCF_000018045.1	WP_012134242.1	81	83	3	0.203803
orthogroup_1799	GCF_000018045.1	WP_012134242.1	93	95	3	0.190010
orthogroup_1799	GCF_000025565.1	WP_013097958.1	380	382	3	0.193418
orthogroup_1799	GCF_000240185.1	YP_005226881.1	213	215	3	0.135528
orthogroup_1799	GCF_000240185.1	YP_005226881.1	294	296	3	0.182723
orthogroup_1799	GCF_000270125.2	WP_014594112.1	72	74	3	0.226235
orthogroup_1799	GCF_000762985.1	WP_043412630.1	2	4	3	0.141533
orthogroup_1804	GCF_000005845.2	NP_416354.1	226	229	4	0.233663
orthogroup_1804	GCF_000006945.1	NP_460831.1	145	147	3	0.247022
orthogroup_1804	GCF_000006945.1	NP_460831.1	203	205	3	0.223788
orthogroup_1804	GCF_000006945.1	NP_460831.1	227	230	4	0.231871
orthogroup_1804	GCF_000018045.1	WP_080516649.1	228	230	3	0.167407
orthogroup_1804	GCF_000025565.1	WP_013096104.1	117	119	3	0.152726
orthogroup_1804	GCF_000025565.1	WP_013096104.1	224	227	4	0.162345
orthogroup_1804	GCF_000240185.1	YP_005227674.1	66	68	3	0.130349
orthogroup_1804	GCF_000240185.1	YP_005227674.1	214	216	3	0.128869
orthogroup_1808	GCF_000005845.2	NP_415223.1	550	552	3	0.247952
orthogroup_1808	GCF_000005845.2	NP_415223.1	878	880	3	0.244528
orthogroup_1808	GCF_000009065.1	WP_002209649.1	400	402	3	0.286814
orthogroup_1808	GCF_000025565.1	WP_013097556.1	47	49	3	0.235865
orthogroup_1808	GCF_000069965.1	WP_004242883.1	187	189	3	0.210145
orthogroup_1808	GCF_000069965.1	WP_004242883.1	307	309	3	0.204655
orthogroup_1808	GCF_000762985.1	WP_043404702.1	802	804	3	0.328728
orthogroup_1811	GCF_000005845.2	NP_415433.4	494	496	3	0.250671
orthogroup_1811	GCF_000005845.2	NP_415433.4	657	659	3	0.252115
orthogroup_1811	GCF_000006945.1	NP_459958.1	14	17	4	0.208201
orthogroup_1811	GCF_000006945.1	NP_459958.1	19	21	3	0.215275
orthogroup_1811	GCF_000006945.1	NP_459958.1	41	43	3	0.220042
orthogroup_1811	GCF_000006945.1	NP_459958.1	292	294	3	0.247274
orthogroup_1811	GCF_000006945.1	NP_459958.1	458	460	3	0.250421
orthogroup_1811	GCF_000006945.1	NP_459958.1	483	485	3	0.235489
orthogroup_1811	GCF_000018045.1	WP_012133013.1	60	63	4	0.187630
orthogroup_1811	GCF_000018045.1	WP_012133013.1	240	242	3	0.196467
orthogroup_1811	GCF_000018045.1	WP_012133013.1	249	251	3	0.195044
orthogroup_1811	GCF_000018045.1	WP_012133013.1	458	460	3	0.232543
orthogroup_1811	GCF_000025565.1	WP_044158715.1	4	6	3	0.168808
orthogroup_1811	GCF_000025565.1	WP_044158715.1	133	136	4	0.149031
orthogroup_1811	GCF_000025565.1	WP_044158715.1	345	347	3	0.254249
orthogroup_1811	GCF_000025565.1	WP_044158715.1	481	483	3	0.197043
orthogroup_1811	GCF_000025565.1	WP_044158715.1	601	603	3	0.117631
orthogroup_1811	GCF_000025565.1	WP_044158715.1	675	677	3	0.252015
orthogroup_1811	GCF_000025565.1	WP_044158715.1	732	735	4	0.193195
orthogroup_1811	GCF_000069965.1	WP_012367712.1	85	87	3	0.238741
orthogroup_1811	GCF_000240185.1	YP_005226120.1	60	62	3	0.155200
orthogroup_1811	GCF_000240185.1	YP_005226120.1	118	120	3	0.161011
orthogroup_1811	GCF_000240185.1	YP_005226120.1	198	201	4	0.119098
orthogroup_1811	GCF_000240185.1	YP_005226120.1	236	238	3	0.196678
orthogroup_1811	GCF_000240185.1	YP_005226120.1	377	379	3	0.079460
orthogroup_1811	GCF_000240185.1	YP_005226120.1	438	440	3	0.108106
orthogroup_1811	GCF_000240185.1	YP_005226120.1	520	522	3	0.138615
orthogroup_1811	GCF_000240185.1	YP_005226120.1	656	658	3	0.147511
orthogroup_1811	GCF_000270125.2	WP_014593324.1	99	101	3	0.104900
orthogroup_1811	GCF_000270125.2	WP_014593324.1	239	241	3	0.265384
orthogroup_1811	GCF_000270125.2	WP_014593324.1	711	713	3	0.268957
orthogroup_1819	GCF_000018045.1	WP_024130454.1	19	21	3	0.147079
orthogroup_1819	GCF_000240185.1	YP_005226219.1	19	21	3	0.140954
orthogroup_1819	GCF_000240185.1	YP_005226219.1	39	41	3	0.137848
orthogroup_1819	GCF_000240185.1	YP_005226219.1	142	144	3	0.198449
orthogroup_1826	GCF_000018045.1	WP_012133555.1	287	289	3	0.163651
orthogroup_1826	GCF_000018045.1	WP_012133555.1	322	324	3	0.209405
orthogroup_1830	GCF_000240185.1	YP_005225433.1	544	546	3	0.196915
orthogroup_1830	GCF_000270125.2	WP_013024880.1	253	255	3	0.202306
orthogroup_1830	GCF_000762985.1	WP_011893698.1	157	160	4	0.088823
orthogroup_1830	GCF_000762985.1	WP_011893698.1	370	373	4	0.251414
orthogroup_1831	GCF_000005845.2	NP_415029.1	213	215	3	0.270699
orthogroup_1831	GCF_000006945.1	NP_459503.1	357	359	3	0.204492
orthogroup_1831	GCF_000006945.1	NP_459503.1	694	696	3	0.189661
orthogroup_1831	GCF_000006945.1	NP_459503.1	716	718	3	0.247022
orthogroup_1831	GCF_000018045.1	WP_012133470.1	779	781	3	0.160950
orthogroup_1831	GCF_000025565.1	WP_013095915.1	286	289	4	0.174637
orthogroup_1831	GCF_000025565.1	WP_013095915.1	425	427	3	0.173354
orthogroup_1831	GCF_000025565.1	WP_013095915.1	779	781	3	0.159321
orthogroup_1831	GCF_000069965.1	WP_012368270.1	254	256	3	0.232477
orthogroup_1831	GCF_000069965.1	WP_012368270.1	418	420	3	0.221446
orthogroup_1831	GCF_000069965.1	WP_012368270.1	593	595	3	0.232252
orthogroup_1831	GCF_000270125.2	WP_014593105.1	779	781	3	0.175549
orthogroup_188	GCF_000006925.2	NP_708663.1	4	6	3	0.257583
orthogroup_188	GCF_000025565.1	WP_003863433.1	4	6	3	0.161359
orthogroup_195	GCF_000005845.2	NP_417980.1	6	8	3	0.266057
orthogroup_195	GCF_000006945.1	NP_462510.1	6	8	3	0.229429
orthogroup_195	GCF_000025565.1	WP_013099207.1	6	8	3	0.201908
orthogroup_195	GCF_000240185.1	YP_005229329.1	6	8	3	0.160944
orthogroup_2	GCF_000005845.2	NP_414648.1	114	116	3	0.250626
orthogroup_2	GCF_000005845.2	NP_414648.1	332	334	3	0.215058
orthogroup_2	GCF_000006925.2	NP_706061.1	114	116	3	0.245727
orthogroup_2	GCF_000009065.1	WP_002209321.1	48	50	3	0.250072
orthogroup_2	GCF_000018045.1	WP_012134059.1	82	84	3	0.184752
orthogroup_2	GCF_000018045.1	WP_012134059.1	233	235	3	0.147079
orthogroup_2	GCF_000025565.1	WP_013095586.1	324	326	3	0.191523
orthogroup_2	GCF_000240185.1	YP_005225127.1	251	253	3	0.201019
orthogroup_2	GCF_000270125.2	WP_014592919.1	16	19	4	0.193534
orthogroup_203	GCF_000005845.2	NP_418491.1	11	13	3	0.266995
orthogroup_203	GCF_000006945.1	NP_463138.1	254	257	4	0.239565
orthogroup_203	GCF_000018045.1	WP_012134589.1	11	13	3	0.174313
orthogroup_203	GCF_000025565.1	WP_013095079.1	11	13	3	0.216145
orthogroup_204	GCF_000009065.1	WP_002209121.1	231	233	3	0.290009
orthogroup_204	GCF_000018045.1	WP_012134474.1	524	526	3	0.139743
orthogroup_204	GCF_000240185.1	YP_005224671.1	113	115	3	0.210110
orthogroup_204	GCF_000240185.1	YP_005224671.1	525	527	3	0.193685
orthogroup_204	GCF_000270125.2	WP_014595142.1	526	528	3	0.168838
orthogroup_210	GCF_000270125.2	WP_013025663.1	5	7	3	0.177726
orthogroup_22	GCF_000006945.1	NP_460940.1	8	10	3	0.229784
orthogroup_22	GCF_000025565.1	WP_169746050.1	9	12	4	0.136975
orthogroup_22	GCF_000240185.1	YP_005227746.1	2	10	9	0.143157
orthogroup_22	GCF_000240185.1	YP_005227746.1	39	41	3	0.180407
orthogroup_22	GCF_000240185.1	YP_005227746.1	76	78	3	0.147692
orthogroup_22	GCF_000240185.1	YP_005227746.1	89	91	3	0.112142
orthogroup_22	GCF_000762985.1	WP_043407150.1	3	5	3	0.238649
orthogroup_22	GCF_000762985.1	WP_043407150.1	116	119	4	0.267620
orthogroup_23	GCF_000005845.2	NP_416683.1	139	141	3	0.242513
orthogroup_23	GCF_000006925.2	NP_708077.1	139	141	3	0.253737
orthogroup_23	GCF_000009065.1	WP_002208826.1	7	9	3	0.277100
orthogroup_23	GCF_000009065.1	WP_002208826.1	267	269	3	0.280386
orthogroup_23	GCF_000018045.1	WP_012131578.1	139	141	3	0.189118
orthogroup_231	GCF_000005845.2	NP_415935.2	60	63	4	0.192743
orthogroup_231	GCF_000005845.2	NP_415935.2	166	168	3	0.191256
orthogroup_231	GCF_000006925.2	NP_707656.3	72	75	4	0.208819
orthogroup_231	GCF_000006925.2	NP_707656.3	84	86	3	0.270543
orthogroup_231	GCF_000006945.1	NP_460598.1	53	55	3	0.232664
orthogroup_231	GCF_000009065.1	WP_002215100.1	58	60	3	0.271583
orthogroup_231	GCF_000009065.1	WP_002215100.1	173	175	3	0.307895
orthogroup_231	GCF_000018045.1	WP_012132327.1	29	31	3	0.147093
orthogroup_231	GCF_000240185.1	YP_005227232.1	20	22	3	0.223586
orthogroup_233	GCF_000005845.2	NP_417031.1	80	82	3	0.236863
orthogroup_233	GCF_000009065.1	WP_002213316.1	9	11	3	0.321699
orthogroup_233	GCF_000018045.1	WP_012131239.1	270	272	3	0.136561
orthogroup_233	GCF_000240185.1	YP_005228241.1	227	229	3	0.178623
orthogroup_233	GCF_000270125.2	WP_014594325.1	9	11	3	0.152018
orthogroup_233	GCF_000270125.2	WP_014594325.1	44	46	3	0.166734
orthogroup_233	GCF_000270125.2	WP_014594325.1	299	302	4	0.196088
orthogroup_244	GCF_000005845.2	NP_415418.1	16	18	3	0.239230
orthogroup_244	GCF_000006925.2	NP_706783.1	16	18	3	0.230161
orthogroup_244	GCF_000006945.1	NP_459943.1	15	18	4	0.193003
orthogroup_244	GCF_000018045.1	WP_012133025.1	16	18	3	0.173864
orthogroup_244	GCF_000025565.1	WP_013097314.1	16	18	3	0.139796
orthogroup_244	GCF_000025565.1	WP_013097314.1	198	200	3	0.112463
orthogroup_244	GCF_000240185.1	YP_005226109.1	16	18	3	0.101473
orthogroup_260	GCF_000006945.1	NP_459477.1	80	82	3	0.213630
orthogroup_260	GCF_000018045.1	WP_012133505.1	80	82	3	0.163651
orthogroup_260	GCF_000025565.1	WP_013095896.1	23	27	5	0.193597
orthogroup_260	GCF_000069965.1	WP_004250834.1	101	103	3	0.248014
orthogroup_260	GCF_000069965.1	WP_004250834.1	108	110	3	0.248014
orthogroup_272	GCF_000018045.1	WP_012132617.1	174	176	3	0.175629
orthogroup_272	GCF_000240185.1	YP_005226442.1	4	7	4	0.193410
orthogroup_277	GCF_000240185.1	YP_005227889.1	468	470	3	0.137848
orthogroup_279	GCF_000006945.1	NP_461137.1	136	138	3	0.199459
orthogroup_279	GCF_000009065.1	WP_002211961.1	239	241	3	0.334608
orthogroup_279	GCF_000009065.1	WP_002211961.1	386	388	3	0.375150
orthogroup_279	GCF_000069965.1	WP_012367687.1	140	142	3	0.196049
orthogroup_279	GCF_000240185.1	YP_005227953.1	75	77	3	0.086060
orthogroup_279	GCF_000240185.1	YP_005227953.1	378	380	3	0.133557
orthogroup_283	GCF_000005845.2	NP_416924.1	153	156	4	0.215538
orthogroup_283	GCF_000006925.2	NP_708281.1	409	411	3	0.242895
orthogroup_283	GCF_000069965.1	WP_012368783.1	326	328	3	0.260251
orthogroup_283	GCF_000270125.2	WP_014595078.1	453	455	3	0.223911
orthogroup_284	GCF_000005845.2	NP_416988.1	80	82	3	0.155055
orthogroup_284	GCF_000006925.2	NP_708331.1	80	82	3	0.163812
orthogroup_284	GCF_000069965.1	WP_004243419.1	2	4	3	0.223973
orthogroup_300	GCF_000005845.2	NP_418018.1	315	317	3	0.240567
orthogroup_300	GCF_000006925.2	NP_709348.1	315	317	3	0.233624
orthogroup_300	GCF_000009065.1	WP_002209600.1	325	327	3	0.337625
orthogroup_300	GCF_000018045.1	WP_012135699.1	319	321	3	0.119217
orthogroup_300	GCF_000025565.1	WP_013094968.1	12	14	3	0.154629
orthogroup_303	GCF_000006945.1	NP_462818.1	308	310	3	0.228142
orthogroup_322	GCF_000009065.1	WP_002212309.1	232	234	3	0.364751
orthogroup_322	GCF_000025565.1	WP_013095795.1	24	26	3	0.180122
orthogroup_322	GCF_000240185.1	YP_005225351.1	225	227	3	0.126324
orthogroup_322	GCF_000762985.1	WP_043403860.1	19	21	3	0.122584
orthogroup_322	GCF_000762985.1	WP_043403860.1	115	117	3	0.298969
orthogroup_329	GCF_000005845.2	NP_415480.2	4	6	3	0.254110
orthogroup_329	GCF_000005845.2	NP_415480.2	128	130	3	0.270651
orthogroup_329	GCF_000005845.2	NP_415480.2	492	494	3	0.252115
orthogroup_329	GCF_000005845.2	NP_415480.2	690	692	3	0.259103
orthogroup_329	GCF_000006925.2	NP_706883.1	7	9	3	0.252391
orthogroup_329	GCF_000006925.2	NP_706883.1	442	444	3	0.221918
orthogroup_329	GCF_000006945.1	NP_460047.1	105	107	3	0.241278
orthogroup_329	GCF_000006945.1	NP_460047.1	419	421	3	0.202284
orthogroup_329	GCF_000009065.1	WP_002213063.1	238	240	3	0.371149
orthogroup_329	GCF_000009065.1	WP_002213063.1	683	685	3	0.258922
orthogroup_329	GCF_000018045.1	WP_024130467.1	4	6	3	0.208632
orthogroup_329	GCF_000018045.1	WP_024130467.1	143	145	3	0.199321
orthogroup_329	GCF_000018045.1	WP_024130467.1	608	610	3	0.194160
orthogroup_329	GCF_000025565.1	WP_013097254.1	378	380	3	0.198149
orthogroup_33	GCF_000005845.2	NP_417229.1	8	10	3	0.220450
orthogroup_33	GCF_000006925.2	NP_708554.1	81	83	3	0.239229
orthogroup_33	GCF_000270125.2	WP_013026921.1	68	70	3	0.230257
orthogroup_331	GCF_000009065.1	WP_002210965.1	66	68	3	0.402656
orthogroup_331	GCF_000009065.1	WP_002210965.1	180	182	3	0.259436
orthogroup_331	GCF_000025565.1	WP_013097942.1	48	50	3	0.207188
orthogroup_334	GCF_000005845.2	NP_415226.1	35	37	3	0.245467
orthogroup_334	GCF_000240185.1	YP_005225850.1	7	9	3	0.089783
orthogroup_334	GCF_000762985.1	WP_043404695.1	12	14	3	0.213963
orthogroup_334	GCF_000762985.1	WP_043404695.1	90	92	3	0.388127
orthogroup_334	GCF_000762985.1	WP_043404695.1	162	165	4	0.292615
orthogroup_334	GCF_000762985.1	WP_043404695.1	417	419	3	0.113494
orthogroup_334	GCF_000762985.1	WP_043404695.1	546	549	4	0.359261
orthogroup_335	GCF_000005845.2	NP_415186.1	221	223	3	0.144075
orthogroup_335	GCF_000240185.1	YP_005225819.1	174	177	4	0.188541
orthogroup_338	GCF_000069965.1	WP_004246597.1	12	14	3	0.250029
orthogroup_338	GCF_000069965.1	WP_004246597.1	23	25	3	0.224443
orthogroup_338	GCF_000069965.1	WP_004246597.1	58	60	3	0.250671
orthogroup_338	GCF_000069965.1	WP_004246597.1	165	167	3	0.231025
orthogroup_338	GCF_000270125.2	WP_013023932.1	135	137	3	0.211530
orthogroup_338	GCF_000762985.1	WP_043411279.1	2	4	3	0.145326
orthogroup_346	GCF_000025565.1	WP_013097014.1	165	167	3	0.196620
orthogroup_352	GCF_000762985.1	WP_043407004.1	93	95	3	0.316946
orthogroup_354	GCF_000006945.1	NP_461349.1	17	19	3	0.119420
orthogroup_354	GCF_000018045.1	WP_024130137.1	17	19	3	0.133286
orthogroup_354	GCF_000025565.1	WP_040022336.1	305	307	3	0.222390
orthogroup_354	GCF_000240185.1	YP_005228115.1	138	140	3	0.113144
orthogroup_354	GCF_000240185.1	YP_005228115.1	286	288	3	0.153831
orthogroup_354	GCF_000762985.1	WP_052428952.1	380	382	3	0.213837
orthogroup_36	GCF_000005845.2	NP_417482.1	53	55	3	0.215915
orthogroup_36	GCF_000006925.2	NP_708825.1	53	55	3	0.217525
orthogroup_36	GCF_000018045.1	WP_012135142.1	48	50	3	0.209525
orthogroup_36	GCF_000025565.1	WP_013098714.1	53	56	4	0.173028
orthogroup_36	GCF_000270125.2	WP_013027223.1	53	55	3	0.131607
orthogroup_371	GCF_000006925.2	NP_709552.3	16	18	3	0.275878
orthogroup_371	GCF_000069965.1	WP_004246598.1	4	6	3	0.229997
orthogroup_371	GCF_000069965.1	WP_004246598.1	90	92	3	0.248014
orthogroup_371	GCF_000240185.1	YP_005229614.1	5	8	4	0.155130
orthogroup_371	GCF_000240185.1	YP_005229614.1	24	26	3	0.186580
orthogroup_371	GCF_000240185.1	YP_005229614.1	65	67	3	0.147846
orthogroup_371	GCF_000240185.1	YP_005229614.1	119	121	3	0.204472
